index,participante,tipo,cohorte
TCGA-BH-A0BS-11A-11R-A12P-07,TCGA-BH-A0BS,normal,BRCA
TCGA-BH-A0BT-11A-21R-A12P-07,TCGA-BH-A0BT,normal,BRCA
TCGA-BH-A0BV-11A-31R-A089-07,TCGA-BH-A0BV,normal,BRCA
TCGA-BH-A0BW-11A-12R-A115-07,TCGA-BH-A0BW,normal,BRCA
TCGA-BH-A0BZ-11A-61R-A12P-07,TCGA-BH-A0BZ,normal,BRCA
TCGA-BH-A0C0-11A-21R-A089-07,TCGA-BH-A0C0,normal,BRCA
TCGA-BH-A0C3-11A-23R-A12P-07,TCGA-BH-A0C3,normal,BRCA
TCGA-BH-A0DD-11A-23R-A12P-07,TCGA-BH-A0DD,normal,BRCA
TCGA-BH-A0DG-11A-43R-A12P-07,TCGA-BH-A0DG,normal,BRCA
TCGA-BH-A0DH-11A-31R-A089-07,TCGA-BH-A0DH,normal,BRCA
TCGA-BH-A0DK-11A-13R-A089-07,TCGA-BH-A0DK,normal,BRCA
TCGA-BH-A0DL-11A-13R-A115-07,TCGA-BH-A0DL,normal,BRCA
TCGA-BH-A0DO-11A-22R-A12D-07,TCGA-BH-A0DO,normal,BRCA
TCGA-BH-A0DP-11A-12R-A089-07,TCGA-BH-A0DP,normal,BRCA
TCGA-BH-A0DQ-11A-12R-A089-07,TCGA-BH-A0DQ,normal,BRCA
TCGA-BH-A0DT-11A-12R-A12D-07,TCGA-BH-A0DT,normal,BRCA
TCGA-BH-A0DV-11A-22R-A12P-07,TCGA-BH-A0DV,normal,BRCA
TCGA-BH-A0DZ-11A-22R-A089-07,TCGA-BH-A0DZ,normal,BRCA
TCGA-BH-A0E0-11A-13R-A089-07,TCGA-BH-A0E0,normal,BRCA
TCGA-BH-A0E1-11A-13R-A089-07,TCGA-BH-A0E1,normal,BRCA
TCGA-BH-A0H5-11A-62R-A115-07,TCGA-BH-A0H5,normal,BRCA
TCGA-BH-A0H7-11A-13R-A089-07,TCGA-BH-A0H7,normal,BRCA
TCGA-BH-A0H9-11A-22R-A466-07,TCGA-BH-A0H9,normal,BRCA
TCGA-BH-A0HA-11A-31R-A12P-07,TCGA-BH-A0HA,normal,BRCA
TCGA-BH-A0HK-11A-11R-A089-07,TCGA-BH-A0HK,normal,BRCA
TCGA-BH-A18J-11A-31R-A12D-07,TCGA-BH-A18J,normal,BRCA
TCGA-BH-A18K-11A-13R-A12D-07,TCGA-BH-A18K,normal,BRCA
TCGA-BH-A18L-11A-42R-A12D-07,TCGA-BH-A18L,normal,BRCA
TCGA-BH-A18M-11A-33R-A12D-07,TCGA-BH-A18M,normal,BRCA
TCGA-BH-A18N-11A-43R-A12D-07,TCGA-BH-A18N,normal,BRCA
TCGA-BH-A18P-11A-43R-A12D-07,TCGA-BH-A18P,normal,BRCA
TCGA-BH-A18Q-11A-34R-A12D-07,TCGA-BH-A18Q,normal,BRCA
TCGA-BH-A18R-11A-42R-A12D-07,TCGA-BH-A18R,normal,BRCA
TCGA-BH-A18S-11A-43R-A12D-07,TCGA-BH-A18S,normal,BRCA
TCGA-BH-A18U-11A-23R-A12D-07,TCGA-BH-A18U,normal,BRCA
TCGA-BH-A18V-11A-52R-A12D-07,TCGA-BH-A18V,normal,BRCA
TCGA-BH-A1EN-11A-23R-A13Q-07,TCGA-BH-A1EN,normal,BRCA
TCGA-BH-A1EO-11A-31R-A137-07,TCGA-BH-A1EO,normal,BRCA
TCGA-BH-A1ET-11B-23R-A137-07,TCGA-BH-A1ET,normal,BRCA
TCGA-BH-A1EU-11A-23R-A137-07,TCGA-BH-A1EU,normal,BRCA
TCGA-BH-A1EV-11A-24R-A137-07,TCGA-BH-A1EV,normal,BRCA
TCGA-BH-A1EW-11B-33R-A137-07,TCGA-BH-A1EW,normal,BRCA
TCGA-BH-A1F0-11B-23R-A137-07,TCGA-BH-A1F0,normal,BRCA
TCGA-BH-A1F2-11A-32R-A13Q-07,TCGA-BH-A1F2,normal,BRCA
TCGA-BH-A1F6-11B-94R-A13Q-07,TCGA-BH-A1F6,normal,BRCA
TCGA-BH-A1F8-11B-21R-A13Q-07,TCGA-BH-A1F8,normal,BRCA
TCGA-BH-A1FB-11A-33R-A13Q-07,TCGA-BH-A1FB,normal,BRCA
TCGA-BH-A1FC-11A-32R-A13Q-07,TCGA-BH-A1FC,normal,BRCA
TCGA-BH-A1FD-11B-21R-A13Q-07,TCGA-BH-A1FD,normal,BRCA
TCGA-BH-A1FE-11B-14R-A13Q-07,TCGA-BH-A1FE,normal,BRCA
TCGA-BH-A1FG-11B-12R-A13Q-07,TCGA-BH-A1FG,normal,BRCA
TCGA-BH-A1FH-11B-42R-A13Q-07,TCGA-BH-A1FH,normal,BRCA
TCGA-BH-A1FJ-11B-42R-A13Q-07,TCGA-BH-A1FJ,normal,BRCA
TCGA-BH-A1FM-11B-23R-A13Q-07,TCGA-BH-A1FM,normal,BRCA
TCGA-BH-A1FN-11A-34R-A13Q-07,TCGA-BH-A1FN,normal,BRCA
TCGA-BH-A1FR-11B-42R-A13Q-07,TCGA-BH-A1FR,normal,BRCA
TCGA-BH-A1FU-11A-23R-A14D-07,TCGA-BH-A1FU,normal,BRCA
TCGA-BH-A203-11A-42R-A169-07,TCGA-BH-A203,normal,BRCA
TCGA-BH-A204-11A-53R-A157-07,TCGA-BH-A204,normal,BRCA
TCGA-BH-A208-11A-51R-A157-07,TCGA-BH-A208,normal,BRCA
TCGA-BH-A209-11A-42R-A157-07,TCGA-BH-A209,normal,BRCA
TCGA-E2-A153-11A-31R-A12D-07,TCGA-E2-A153,normal,BRCA
TCGA-E2-A158-11A-22R-A12D-07,TCGA-E2-A158,normal,BRCA
TCGA-E2-A15I-11A-32R-A137-07,TCGA-E2-A15I,normal,BRCA
TCGA-E2-A15K-11A-13R-A12P-07,TCGA-E2-A15K,normal,BRCA
TCGA-E2-A15M-11A-22R-A12D-07,TCGA-E2-A15M,normal,BRCA
TCGA-E2-A1BC-11A-32R-A12P-07,TCGA-E2-A1BC,normal,BRCA
TCGA-E2-A1IG-11A-22R-A144-07,TCGA-E2-A1IG,normal,BRCA
TCGA-E2-A1L7-11A-33R-A144-07,TCGA-E2-A1L7,normal,BRCA
TCGA-E2-A1LB-11A-22R-A144-07,TCGA-E2-A1LB,normal,BRCA
TCGA-E2-A1LH-11A-22R-A14D-07,TCGA-E2-A1LH,normal,BRCA
TCGA-E2-A1LS-11A-32R-A157-07,TCGA-E2-A1LS,normal,BRCA
TCGA-E9-A1N4-11A-33R-A14M-07,TCGA-E9-A1N4,normal,BRCA
TCGA-E9-A1N5-11A-41R-A14D-07,TCGA-E9-A1N5,normal,BRCA
TCGA-E9-A1N6-11A-32R-A144-07,TCGA-E9-A1N6,normal,BRCA
TCGA-E9-A1N9-11A-71R-A14D-07,TCGA-E9-A1N9,normal,BRCA
TCGA-E9-A1NA-11A-33R-A144-07,TCGA-E9-A1NA,normal,BRCA
TCGA-E9-A1ND-11A-43R-A144-07,TCGA-E9-A1ND,normal,BRCA
TCGA-E9-A1NF-11A-73R-A14D-07,TCGA-E9-A1NF,normal,BRCA
TCGA-E9-A1NG-11A-52R-A14M-07,TCGA-E9-A1NG,normal,BRCA
TCGA-E9-A1R7-11A-42R-A14M-07,TCGA-E9-A1R7,normal,BRCA
TCGA-E9-A1RB-11A-33R-A157-07,TCGA-E9-A1RB,normal,BRCA
TCGA-E9-A1RC-11A-33R-A157-07,TCGA-E9-A1RC,normal,BRCA
TCGA-E9-A1RD-11A-33R-A157-07,TCGA-E9-A1RD,normal,BRCA
TCGA-E9-A1RF-11A-32R-A157-07,TCGA-E9-A1RF,normal,BRCA
TCGA-E9-A1RH-11A-34R-A169-07,TCGA-E9-A1RH,normal,BRCA
TCGA-E9-A1RI-11A-41R-A169-07,TCGA-E9-A1RI,normal,BRCA
TCGA-GI-A2C8-11A-22R-A16F-07,TCGA-GI-A2C8,normal,BRCA
TCGA-GI-A2C9-11A-22R-A21T-07,TCGA-GI-A2C9,normal,BRCA
TCGA-A6-2675-01A-02R-1723-07,TCGA-A6-2675,tumor,COAD
TCGA-A6-2682-01A-01R-1410-07,TCGA-A6-2682,tumor,COAD
TCGA-A6-2684-01A-01R-1410-07,TCGA-A6-2684,tumor,COAD
TCGA-A6-2685-01A-01R-1410-07,TCGA-A6-2685,tumor,COAD
TCGA-A6-2686-01A-01R-A32Z-07,TCGA-A6-2686,tumor,COAD
TCGA-A6-5659-01A-01R-1653-07,TCGA-A6-5659,tumor,COAD
TCGA-A6-5662-01A-01R-1653-07,TCGA-A6-5662,tumor,COAD
TCGA-A6-5665-01A-01R-1653-07,TCGA-A6-5665,tumor,COAD
TCGA-A6-5667-01A-21R-1723-07,TCGA-A6-5667,tumor,COAD
TCGA-AA-3489-01A-21R-1839-07,TCGA-AA-3489,tumor,COAD
TCGA-AA-3496-01A-21R-1839-07,TCGA-AA-3496,tumor,COAD
TCGA-AA-3511-01A-21R-1839-07,TCGA-AA-3511,tumor,COAD
TCGA-AA-3655-01A-02R-1723-07,TCGA-AA-3655,tumor,COAD
TCGA-AA-3660-01A-01R-1723-07,TCGA-AA-3660,tumor,COAD
TCGA-AA-3662-01A-01R-1723-07,TCGA-AA-3662,tumor,COAD
TCGA-AA-3663-01A-01R-1723-07,TCGA-AA-3663,tumor,COAD
TCGA-AA-3697-01A-01R-1723-07,TCGA-AA-3697,tumor,COAD
TCGA-AA-3712-01A-21R-1723-07,TCGA-AA-3712,tumor,COAD
TCGA-AA-3713-01A-21R-1723-07,TCGA-AA-3713,tumor,COAD
TCGA-AZ-6598-01A-11R-1774-07,TCGA-AZ-6598,tumor,COAD
TCGA-AZ-6599-01A-11R-1774-07,TCGA-AZ-6599,tumor,COAD
TCGA-AZ-6600-01A-11R-1774-07,TCGA-AZ-6600,tumor,COAD
TCGA-AZ-6601-01A-11R-1774-07,TCGA-AZ-6601,tumor,COAD
TCGA-AZ-6603-01A-11R-1839-07,TCGA-AZ-6603,tumor,COAD
TCGA-AZ-6605-01A-11R-1839-07,TCGA-AZ-6605,tumor,COAD
TCGA-F4-6704-01A-11R-1839-07,TCGA-F4-6704,tumor,COAD
TCGA-AY-6196-01A-11R-1723-07,TCGA-AY-6196,tumor,COAD
TCGA-AA-A01Z-01A-11R-A083-07,TCGA-AA-A01Z,tumor,COAD
TCGA-A6-5656-01A-21R-1839-07,TCGA-A6-5656,tumor,COAD
TCGA-AZ-4313-01A-01R-1410-07,TCGA-AZ-4313,tumor,COAD
TCGA-CM-6676-01A-11R-1839-07,TCGA-CM-6676,tumor,COAD
TCGA-CK-5915-01A-11R-1653-07,TCGA-CK-5915,tumor,COAD
TCGA-F4-6806-01A-11R-1839-07,TCGA-F4-6806,tumor,COAD
TCGA-G4-6317-01A-11R-1723-07,TCGA-G4-6317,tumor,COAD
TCGA-CM-6163-01A-11R-1653-07,TCGA-CM-6163,tumor,COAD
TCGA-F4-6856-01A-11R-1928-07,TCGA-F4-6856,tumor,COAD
TCGA-AZ-6607-01A-11R-1839-07,TCGA-AZ-6607,tumor,COAD
TCGA-A6-A56B-01A-31R-A28H-07,TCGA-A6-A56B,tumor,COAD
TCGA-QG-A5YW-01A-11R-A28H-07,TCGA-QG-A5YW,tumor,COAD
TCGA-AY-6386-01A-21R-1723-07,TCGA-AY-6386,tumor,COAD
TCGA-AA-A02K-01A-03R-A32Y-07,TCGA-AA-A02K,tumor,COAD
TCGA-CK-6748-01A-11R-1839-07,TCGA-CK-6748,tumor,COAD
TCGA-5M-AATA-01A-31R-A41B-07,TCGA-5M-AATA,tumor,COAD
TCGA-A6-A565-01A-31R-A28H-07,TCGA-A6-A565,tumor,COAD
TCGA-CK-5912-01A-11R-1653-07,TCGA-CK-5912,tumor,COAD
TCGA-AD-6901-01A-11R-1928-07,TCGA-AD-6901,tumor,COAD
TCGA-A6-6652-01A-11R-1774-07,TCGA-A6-6652,tumor,COAD
TCGA-DM-A1D6-01A-21R-A155-07,TCGA-DM-A1D6,tumor,COAD
TCGA-F4-6805-01A-11R-1839-07,TCGA-F4-6805,tumor,COAD
TCGA-DM-A1D8-01A-11R-A155-07,TCGA-DM-A1D8,tumor,COAD
TCGA-D5-6929-01A-31R-1928-07,TCGA-D5-6929,tumor,COAD
TCGA-A6-6137-01A-11R-1774-07,TCGA-A6-6137,tumor,COAD
TCGA-CM-6170-01A-11R-1653-07,TCGA-CM-6170,tumor,COAD
TCGA-G4-6314-01A-11R-1723-07,TCGA-G4-6314,tumor,COAD
TCGA-G4-6626-01A-11R-1774-07,TCGA-G4-6626,tumor,COAD
TCGA-D5-5538-01A-01R-1653-07,TCGA-D5-5538,tumor,COAD
TCGA-A6-6142-01A-11R-1774-07,TCGA-A6-6142,tumor,COAD
TCGA-D5-6534-01A-21R-1928-07,TCGA-D5-6534,tumor,COAD
TCGA-AY-6197-01A-11R-1723-07,TCGA-AY-6197,tumor,COAD
TCGA-F4-6461-01A-11R-1774-07,TCGA-F4-6461,tumor,COAD
TCGA-A6-5657-01A-01R-A32Z-07,TCGA-A6-5657,tumor,COAD
TCGA-CK-6751-01A-11R-1839-07,TCGA-CK-6751,tumor,COAD
TCGA-AD-A5EK-01A-11R-A28H-07,TCGA-AD-A5EK,tumor,COAD
TCGA-CM-5862-01A-01R-1653-07,TCGA-CM-5862,tumor,COAD
TCGA-CA-6716-01A-11R-1839-07,TCGA-CA-6716,tumor,COAD
TCGA-A6-6653-01A-11R-1774-07,TCGA-A6-6653,tumor,COAD
TCGA-AZ-4323-01A-21R-1839-07,TCGA-AZ-4323,tumor,COAD
TCGA-A6-6141-01A-11R-1774-07,TCGA-A6-6141,tumor,COAD
TCGA-D5-6530-01A-11R-1723-07,TCGA-D5-6530,tumor,COAD
TCGA-NH-A50U-01A-33R-A37K-07,TCGA-NH-A50U,tumor,COAD
TCGA-DM-A28A-01A-21R-A32Y-07,TCGA-DM-A28A,tumor,COAD
TCGA-DM-A1D0-01A-11R-A155-07,TCGA-DM-A1D0,tumor,COAD
TCGA-T9-A92H-01A-11R-A37K-07,TCGA-T9-A92H,tumor,COAD
TCGA-DM-A1HB-01A-21R-A180-07,TCGA-DM-A1HB,tumor,COAD
TCGA-DM-A1HA-01A-11R-A155-07,TCGA-DM-A1HA,tumor,COAD
TCGA-CA-5797-01A-01R-1653-07,TCGA-CA-5797,tumor,COAD
TCGA-D5-6926-01A-11R-1928-07,TCGA-D5-6926,tumor,COAD
TCGA-A6-6138-01A-11R-1774-07,TCGA-A6-6138,tumor,COAD
TCGA-F4-6855-01A-11R-1928-07,TCGA-F4-6855,tumor,COAD
TCGA-CM-6680-01A-11R-1839-07,TCGA-CM-6680,tumor,COAD
TCGA-CM-5348-01A-21R-1723-07,TCGA-CM-5348,tumor,COAD
TCGA-AZ-4615-01A-01R-1410-07,TCGA-AZ-4615,tumor,COAD
TCGA-DM-A1D9-01A-11R-A155-07,TCGA-DM-A1D9,tumor,COAD
TCGA-AA-3506-01A-01R-1410-07,TCGA-AA-3506,tumor,COAD
TCGA-CM-6678-01A-11R-1839-07,TCGA-CM-6678,tumor,COAD
TCGA-G4-6625-01A-21R-1774-07,TCGA-G4-6625,tumor,COAD
TCGA-G4-6315-01A-11R-1723-07,TCGA-G4-6315,tumor,COAD
TCGA-QG-A5YX-01A-11R-A28H-07,TCGA-QG-A5YX,tumor,COAD
TCGA-AZ-5407-01A-01R-1723-07,TCGA-AZ-5407,tumor,COAD
TCGA-G4-6310-01A-11R-1723-07,TCGA-G4-6310,tumor,COAD
TCGA-CM-4744-01A-01R-A32Z-07,TCGA-CM-4744,tumor,COAD
TCGA-NH-A6GB-01A-11R-A37K-07,TCGA-NH-A6GB,tumor,COAD
TCGA-CK-4948-01B-11R-1653-07,TCGA-CK-4948,tumor,COAD
TCGA-D5-6924-01A-11R-1928-07,TCGA-D5-6924,tumor,COAD
TCGA-CA-5254-01A-21R-1839-07,TCGA-CA-5254,tumor,COAD
TCGA-NH-A6GC-01A-12R-A41B-07,TCGA-NH-A6GC,tumor,COAD
TCGA-D5-6529-01A-11R-1774-07,TCGA-D5-6529,tumor,COAD
TCGA-QG-A5Z1-01A-11R-A28H-07,TCGA-QG-A5Z1,tumor,COAD
TCGA-DM-A0XF-01A-11R-A155-07,TCGA-DM-A0XF,tumor,COAD
TCGA-AZ-4682-01B-01R-A32Z-07,TCGA-AZ-4682,tumor,COAD
TCGA-CM-6679-01A-11R-1839-07,TCGA-CM-6679,tumor,COAD
TCGA-AY-A54L-01A-11R-A28H-07,TCGA-AY-A54L,tumor,COAD
TCGA-4T-AA8H-01A-11R-A41B-07,TCGA-4T-AA8H,tumor,COAD
TCGA-CM-5860-01A-01R-1653-07,TCGA-CM-5860,tumor,COAD
TCGA-D5-6928-01A-11R-1928-07,TCGA-D5-6928,tumor,COAD
TCGA-D5-6922-01A-11R-1928-07,TCGA-D5-6922,tumor,COAD
TCGA-DM-A28H-01A-11R-A16W-07,TCGA-DM-A28H,tumor,COAD
TCGA-CK-4947-01B-11R-1653-07,TCGA-CK-4947,tumor,COAD
TCGA-QG-A5YV-01A-11R-A28H-07,TCGA-QG-A5YV,tumor,COAD
TCGA-DM-A28F-01A-11R-A32Y-07,TCGA-DM-A28F,tumor,COAD
TCGA-A6-6782-01A-11R-1839-07,TCGA-A6-6782,tumor,COAD
TCGA-DM-A28G-01A-11R-A16W-07,TCGA-DM-A28G,tumor,COAD
TCGA-RU-A8FL-01A-11R-A37K-07,TCGA-RU-A8FL,tumor,COAD
TCGA-G4-6320-01A-11R-1723-07,TCGA-G4-6320,tumor,COAD
TCGA-F4-6703-01A-11R-1839-07,TCGA-F4-6703,tumor,COAD
TCGA-5M-AAT6-01A-11R-A41B-07,TCGA-5M-AAT6,tumor,COAD
TCGA-AD-6963-01A-11R-1928-07,TCGA-AD-6963,tumor,COAD
TCGA-CM-6675-01A-11R-1839-07,TCGA-CM-6675,tumor,COAD
TCGA-D5-6540-01A-11R-1723-07,TCGA-D5-6540,tumor,COAD
TCGA-CM-6164-01A-11R-1653-07,TCGA-CM-6164,tumor,COAD
TCGA-AY-5543-01A-01R-1653-07,TCGA-AY-5543,tumor,COAD
TCGA-D5-5537-01A-21R-1928-07,TCGA-D5-5537,tumor,COAD
TCGA-AZ-6608-01A-11R-1839-07,TCGA-AZ-6608,tumor,COAD
TCGA-G4-6307-01A-11R-1723-07,TCGA-G4-6307,tumor,COAD
TCGA-D5-6537-01A-11R-1723-07,TCGA-D5-6537,tumor,COAD
TCGA-A6-A566-01A-11R-A28H-07,TCGA-A6-A566,tumor,COAD
TCGA-A6-5661-01A-01R-1653-07,TCGA-A6-5661,tumor,COAD
TCGA-AA-3492-01A-01R-1410-07,TCGA-AA-3492,tumor,COAD
TCGA-A6-6781-01A-22R-1928-07,TCGA-A6-6781,tumor,COAD
TCGA-AA-3685-01A-02R-A32Z-07,TCGA-AA-3685,tumor,COAD
TCGA-CM-5863-01A-21R-1839-07,TCGA-CM-5863,tumor,COAD
TCGA-CM-4751-01A-02R-1839-07,TCGA-CM-4751,tumor,COAD
TCGA-A6-6650-01A-11R-1774-07,TCGA-A6-6650,tumor,COAD
TCGA-DM-A1DA-01A-11R-A155-07,TCGA-DM-A1DA,tumor,COAD
TCGA-CA-6717-01A-11R-1839-07,TCGA-CA-6717,tumor,COAD
TCGA-DM-A1D4-01A-21R-A155-07,TCGA-DM-A1D4,tumor,COAD
TCGA-CM-5344-01A-21R-1723-07,TCGA-CM-5344,tumor,COAD
TCGA-AD-6889-01A-11R-1928-07,TCGA-AD-6889,tumor,COAD
TCGA-CM-4747-01A-01R-1410-07,TCGA-CM-4747,tumor,COAD
TCGA-CM-6162-01A-11R-1653-07,TCGA-CM-6162,tumor,COAD
TCGA-CA-6719-01A-11R-1839-07,TCGA-CA-6719,tumor,COAD
TCGA-D5-6532-01A-11R-1723-07,TCGA-D5-6532,tumor,COAD
TCGA-F4-6808-01A-11R-1839-07,TCGA-F4-6808,tumor,COAD
TCGA-AZ-4614-01A-01R-1410-07,TCGA-AZ-4614,tumor,COAD
TCGA-AA-3675-01A-02R-0905-07,TCGA-AA-3675,tumor,COAD
TCGA-CM-6165-01A-11R-1653-07,TCGA-CM-6165,tumor,COAD
TCGA-D5-6541-01A-11R-1723-07,TCGA-D5-6541,tumor,COAD
TCGA-AZ-4616-01A-21R-1839-07,TCGA-AZ-4616,tumor,COAD
TCGA-D5-6536-01A-11R-1723-07,TCGA-D5-6536,tumor,COAD
TCGA-A6-6654-01A-21R-1839-07,TCGA-A6-6654,tumor,COAD
TCGA-QG-A5Z2-01A-11R-A28H-07,TCGA-QG-A5Z2,tumor,COAD
TCGA-D5-7000-01A-11R-A32Z-07,TCGA-D5-7000,tumor,COAD
TCGA-CM-5861-01A-01R-1653-07,TCGA-CM-5861,tumor,COAD
TCGA-DM-A28M-01A-12R-A16W-07,TCGA-DM-A28M,tumor,COAD
TCGA-D5-5539-01A-01R-1653-07,TCGA-D5-5539,tumor,COAD
TCGA-3L-AA1B-01A-11R-A37K-07,TCGA-3L-AA1B,tumor,COAD
TCGA-F4-6809-01A-11R-1839-07,TCGA-F4-6809,tumor,COAD
TCGA-CK-4952-01A-01R-1723-07,TCGA-CK-4952,tumor,COAD
TCGA-G4-6323-01A-11R-1723-07,TCGA-G4-6323,tumor,COAD
TCGA-DM-A1DB-01A-11R-A155-07,TCGA-DM-A1DB,tumor,COAD
TCGA-CK-4950-01A-01R-1723-07,TCGA-CK-4950,tumor,COAD
TCGA-AA-3495-01A-01R-1410-07,TCGA-AA-3495,tumor,COAD
TCGA-AM-5820-01A-01R-1653-07,TCGA-AM-5820,tumor,COAD
TCGA-D5-6931-01A-11R-1928-07,TCGA-D5-6931,tumor,COAD
TCGA-A6-2671-11A-01R-A32Z-07,TCGA-A6-2671,normal,COAD
TCGA-A6-2675-11A-01R-1723-07,TCGA-A6-2675,normal,COAD
TCGA-A6-2678-11A-01R-A32Z-07,TCGA-A6-2678,normal,COAD
TCGA-A6-2679-11A-01R-A32Z-07,TCGA-A6-2679,normal,COAD
TCGA-A6-2680-11A-01R-A32Z-07,TCGA-A6-2680,normal,COAD
TCGA-A6-2682-11A-01R-A32Z-07,TCGA-A6-2682,normal,COAD
TCGA-A6-2683-11A-01R-A32Z-07,TCGA-A6-2683,normal,COAD
TCGA-A6-2684-11A-01R-A32Z-07,TCGA-A6-2684,normal,COAD
TCGA-A6-2685-11A-01R-A32Z-07,TCGA-A6-2685,normal,COAD
TCGA-A6-2686-11A-01R-A32Z-07,TCGA-A6-2686,normal,COAD
TCGA-A6-5659-11A-01R-1653-07,TCGA-A6-5659,normal,COAD
TCGA-A6-5662-11A-01R-1653-07,TCGA-A6-5662,normal,COAD
TCGA-A6-5665-11A-01R-1653-07,TCGA-A6-5665,normal,COAD
TCGA-A6-5667-11A-01R-1723-07,TCGA-A6-5667,normal,COAD
TCGA-AA-3489-11A-01R-1839-07,TCGA-AA-3489,normal,COAD
TCGA-AA-3496-11A-01R-1839-07,TCGA-AA-3496,normal,COAD
TCGA-AA-3511-11A-01R-1839-07,TCGA-AA-3511,normal,COAD
TCGA-AA-3514-11A-01R-A32Z-07,TCGA-AA-3514,normal,COAD
TCGA-AA-3516-11A-01R-A32Z-07,TCGA-AA-3516,normal,COAD
TCGA-AA-3517-11A-01R-A32Z-07,TCGA-AA-3517,normal,COAD
TCGA-AA-3518-11A-01R-1672-07,TCGA-AA-3518,normal,COAD
TCGA-AA-3520-11A-01R-A32Z-07,TCGA-AA-3520,normal,COAD
TCGA-AA-3522-11A-01R-A32Z-07,TCGA-AA-3522,normal,COAD
TCGA-AA-3525-11A-01R-A32Z-07,TCGA-AA-3525,normal,COAD
TCGA-AA-3527-11A-01R-A32Z-07,TCGA-AA-3527,normal,COAD
TCGA-AA-3531-11A-01R-A32Z-07,TCGA-AA-3531,normal,COAD
TCGA-AA-3534-11A-01R-A32Z-07,TCGA-AA-3534,normal,COAD
TCGA-AA-3655-11A-01R-1723-07,TCGA-AA-3655,normal,COAD
TCGA-AA-3660-11A-01R-1723-07,TCGA-AA-3660,normal,COAD
TCGA-AA-3662-11A-01R-1723-07,TCGA-AA-3662,normal,COAD
TCGA-AA-3663-11A-01R-1723-07,TCGA-AA-3663,normal,COAD
TCGA-AA-3697-11A-01R-1723-07,TCGA-AA-3697,normal,COAD
TCGA-AA-3712-11A-01R-1723-07,TCGA-AA-3712,normal,COAD
TCGA-AA-3713-11A-01R-1723-07,TCGA-AA-3713,normal,COAD
TCGA-AZ-6598-11A-01R-1774-07,TCGA-AZ-6598,normal,COAD
TCGA-AZ-6599-11A-01R-1774-07,TCGA-AZ-6599,normal,COAD
TCGA-AZ-6600-11A-01R-1774-07,TCGA-AZ-6600,normal,COAD
TCGA-AZ-6601-11A-01R-1774-07,TCGA-AZ-6601,normal,COAD
TCGA-AZ-6603-11A-02R-1839-07,TCGA-AZ-6603,normal,COAD
TCGA-AZ-6605-11A-01R-1839-07,TCGA-AZ-6605,normal,COAD
TCGA-F4-6704-11A-01R-1839-07,TCGA-F4-6704,normal,COAD
TCGA-A3-3358-01A-01R-1541-07,TCGA-A3-3358,tumor,KIRC
TCGA-A3-3387-01A-01R-1541-07,TCGA-A3-3387,tumor,KIRC
TCGA-B0-4700-01A-02R-1541-07,TCGA-B0-4700,tumor,KIRC
TCGA-B0-4712-01A-01R-1503-07,TCGA-B0-4712,tumor,KIRC
TCGA-B0-5402-01A-01R-1503-07,TCGA-B0-5402,tumor,KIRC
TCGA-B0-5690-01A-11R-1541-07,TCGA-B0-5690,tumor,KIRC
TCGA-B0-5691-01A-11R-1541-07,TCGA-B0-5691,tumor,KIRC
TCGA-B0-5694-01A-11R-1541-07,TCGA-B0-5694,tumor,KIRC
TCGA-B0-5696-01A-11R-1541-07,TCGA-B0-5696,tumor,KIRC
TCGA-B0-5697-01A-11R-1541-07,TCGA-B0-5697,tumor,KIRC
TCGA-B0-5699-01A-11R-1541-07,TCGA-B0-5699,tumor,KIRC
TCGA-B0-5701-01A-11R-1541-07,TCGA-B0-5701,tumor,KIRC
TCGA-B0-5703-01A-11R-1541-07,TCGA-B0-5703,tumor,KIRC
TCGA-B0-5705-01A-11R-1541-07,TCGA-B0-5705,tumor,KIRC
TCGA-B0-5706-01A-11R-1541-07,TCGA-B0-5706,tumor,KIRC
TCGA-B0-5709-01A-11R-1541-07,TCGA-B0-5709,tumor,KIRC
TCGA-B0-5711-01A-11R-1672-07,TCGA-B0-5711,tumor,KIRC
TCGA-B0-5712-01A-11R-1672-07,TCGA-B0-5712,tumor,KIRC
TCGA-B2-5636-01A-02R-1541-07,TCGA-B2-5636,tumor,KIRC
TCGA-B2-5641-01A-01R-1541-07,TCGA-B2-5641,tumor,KIRC
TCGA-B8-4619-01A-02R-1325-07,TCGA-B8-4619,tumor,KIRC
TCGA-B8-4620-01A-02R-1325-07,TCGA-B8-4620,tumor,KIRC
TCGA-B8-4622-01A-02R-1277-07,TCGA-B8-4622,tumor,KIRC
TCGA-B8-5549-01A-01R-1541-07,TCGA-B8-5549,tumor,KIRC
TCGA-B8-5552-01B-11R-1672-07,TCGA-B8-5552,tumor,KIRC
TCGA-CJ-5672-01A-11R-1541-07,TCGA-CJ-5672,tumor,KIRC
TCGA-CJ-5676-01A-11R-1541-07,TCGA-CJ-5676,tumor,KIRC
TCGA-CJ-5677-01A-11R-1541-07,TCGA-CJ-5677,tumor,KIRC
TCGA-CJ-5678-01A-11R-1541-07,TCGA-CJ-5678,tumor,KIRC
TCGA-CJ-5679-01A-11R-1541-07,TCGA-CJ-5679,tumor,KIRC
TCGA-CJ-5680-01A-11R-1541-07,TCGA-CJ-5680,tumor,KIRC
TCGA-CJ-5681-01A-11R-1541-07,TCGA-CJ-5681,tumor,KIRC
