index,participante,tipo,cohorte
TCGA-CJ-5689-01A-11R-1541-07,TCGA-CJ-5689,tumor,KIRC
TCGA-CJ-6030-01A-11R-1672-07,TCGA-CJ-6030,tumor,KIRC
TCGA-CJ-6033-01A-11R-1672-07,TCGA-CJ-6033,tumor,KIRC
TCGA-CW-5580-01A-01R-1672-07,TCGA-CW-5580,tumor,KIRC
TCGA-CW-5581-01A-02R-1541-07,TCGA-CW-5581,tumor,KIRC
TCGA-CW-5584-01A-01R-1541-07,TCGA-CW-5584,tumor,KIRC
TCGA-CW-5585-01A-01R-1541-07,TCGA-CW-5585,tumor,KIRC
TCGA-CW-5587-01A-01R-1541-07,TCGA-CW-5587,tumor,KIRC
TCGA-CW-5589-01A-01R-1541-07,TCGA-CW-5589,tumor,KIRC
TCGA-CW-5591-01A-01R-1541-07,TCGA-CW-5591,tumor,KIRC
TCGA-CW-6087-01A-11R-1672-07,TCGA-CW-6087,tumor,KIRC
TCGA-CW-6088-01A-11R-1672-07,TCGA-CW-6088,tumor,KIRC
TCGA-CW-6090-01A-11R-1672-07,TCGA-CW-6090,tumor,KIRC
TCGA-CZ-4863-01A-01R-1503-07,TCGA-CZ-4863,tumor,KIRC
TCGA-CZ-4864-01A-01R-1503-07,TCGA-CZ-4864,tumor,KIRC
TCGA-CZ-4865-01A-02R-1503-07,TCGA-CZ-4865,tumor,KIRC
TCGA-CZ-5451-01A-01R-1503-07,TCGA-CZ-5451,tumor,KIRC
TCGA-CZ-5452-01A-01R-1503-07,TCGA-CZ-5452,tumor,KIRC
TCGA-CZ-5453-01A-01R-1503-07,TCGA-CZ-5453,tumor,KIRC
TCGA-CZ-5454-01A-01R-1503-07,TCGA-CZ-5454,tumor,KIRC
TCGA-CZ-5455-01A-01R-1503-07,TCGA-CZ-5455,tumor,KIRC
TCGA-CZ-5456-01A-01R-1503-07,TCGA-CZ-5456,tumor,KIRC
TCGA-CZ-5457-01A-01R-1503-07,TCGA-CZ-5457,tumor,KIRC
TCGA-CZ-5458-01A-01R-1503-07,TCGA-CZ-5458,tumor,KIRC
TCGA-CZ-5461-01A-01R-1503-07,TCGA-CZ-5461,tumor,KIRC
TCGA-CZ-5462-01A-01R-1503-07,TCGA-CZ-5462,tumor,KIRC
TCGA-CZ-5463-01A-01R-1503-07,TCGA-CZ-5463,tumor,KIRC
TCGA-CZ-5465-01A-01R-1503-07,TCGA-CZ-5465,tumor,KIRC
TCGA-CZ-5466-01A-01R-1503-07,TCGA-CZ-5466,tumor,KIRC
TCGA-CZ-5467-01A-01R-1503-07,TCGA-CZ-5467,tumor,KIRC
TCGA-CZ-5468-01A-01R-1503-07,TCGA-CZ-5468,tumor,KIRC
TCGA-CZ-5469-01A-01R-1503-07,TCGA-CZ-5469,tumor,KIRC
TCGA-CZ-5470-01A-01R-1503-07,TCGA-CZ-5470,tumor,KIRC
TCGA-CZ-5982-01A-11R-1672-07,TCGA-CZ-5982,tumor,KIRC
TCGA-CZ-5984-01A-11R-1672-07,TCGA-CZ-5984,tumor,KIRC
TCGA-CZ-5985-01A-11R-1672-07,TCGA-CZ-5985,tumor,KIRC
TCGA-CZ-5986-01A-11R-1672-07,TCGA-CZ-5986,tumor,KIRC
TCGA-CZ-5987-01A-11R-1672-07,TCGA-CZ-5987,tumor,KIRC
TCGA-CZ-5988-01A-11R-1672-07,TCGA-CZ-5988,tumor,KIRC
TCGA-CZ-5989-01A-11R-1672-07,TCGA-CZ-5989,tumor,KIRC
TCGA-BP-4169-01A-02R-1289-07,TCGA-BP-4169,tumor,KIRC
TCGA-A3-3365-01A-01R-0864-07,TCGA-A3-3365,tumor,KIRC
TCGA-A3-3382-01A-02R-1325-07,TCGA-A3-3382,tumor,KIRC
TCGA-BP-4165-01A-02R-1289-07,TCGA-BP-4165,tumor,KIRC
TCGA-B0-4852-01A-01R-1503-07,TCGA-B0-4852,tumor,KIRC
TCGA-B8-5551-01A-01R-1541-07,TCGA-B8-5551,tumor,KIRC
TCGA-CJ-4907-01A-01R-1426-07,TCGA-CJ-4907,tumor,KIRC
TCGA-B8-A54J-01A-11R-A33J-07,TCGA-B8-A54J,tumor,KIRC
TCGA-GK-A6C7-01A-11R-A33J-07,TCGA-GK-A6C7,tumor,KIRC
TCGA-B0-4688-01A-01R-1277-07,TCGA-B0-4688,tumor,KIRC
TCGA-G6-A8L6-01A-11R-A37O-07,TCGA-G6-A8L6,tumor,KIRC
TCGA-CJ-4902-01A-01R-1426-07,TCGA-CJ-4902,tumor,KIRC
TCGA-AS-3778-01A-01R-A32Z-07,TCGA-AS-3778,tumor,KIRC
TCGA-DV-5574-01A-01R-1541-07,TCGA-DV-5574,tumor,KIRC
TCGA-BP-4789-01A-01R-1305-07,TCGA-BP-4789,tumor,KIRC
TCGA-CJ-4876-01A-01R-1305-07,TCGA-CJ-4876,tumor,KIRC
TCGA-AK-3456-01A-02R-1325-07,TCGA-AK-3456,tumor,KIRC
TCGA-B0-4718-01A-01R-1277-07,TCGA-B0-4718,tumor,KIRC
TCGA-B0-5400-01A-01R-1503-07,TCGA-B0-5400,tumor,KIRC
TCGA-3Z-A93Z-01A-11R-A37O-07,TCGA-3Z-A93Z,tumor,KIRC
TCGA-CJ-4894-01A-01R-1305-07,TCGA-CJ-4894,tumor,KIRC
TCGA-B0-4696-01A-01R-1277-07,TCGA-B0-4696,tumor,KIRC
TCGA-BP-4790-01A-01R-1305-07,TCGA-BP-4790,tumor,KIRC
TCGA-BP-5199-01A-01R-1426-07,TCGA-BP-5199,tumor,KIRC
TCGA-CW-5588-01A-01R-1541-07,TCGA-CW-5588,tumor,KIRC
TCGA-CJ-6028-01A-11R-1672-07,TCGA-CJ-6028,tumor,KIRC
TCGA-B2-4101-01A-02R-1277-07,TCGA-B2-4101,tumor,KIRC
TCGA-B2-5639-01A-01R-1541-07,TCGA-B2-5639,tumor,KIRC
TCGA-A3-3331-01A-02R-1325-07,TCGA-A3-3331,tumor,KIRC
TCGA-A3-3319-01A-02R-1325-07,TCGA-A3-3319,tumor,KIRC
TCGA-CZ-4858-01A-01R-1305-07,TCGA-CZ-4858,tumor,KIRC
TCGA-DV-A4W0-01A-11R-A266-07,TCGA-DV-A4W0,tumor,KIRC
TCGA-AK-3461-01A-02R-1277-07,TCGA-AK-3461,tumor,KIRC
TCGA-BP-4329-01A-02R-1289-07,TCGA-BP-4329,tumor,KIRC
TCGA-BP-4807-01A-01R-1305-07,TCGA-BP-4807,tumor,KIRC
TCGA-BP-4992-01A-01R-1334-07,TCGA-BP-4992,tumor,KIRC
TCGA-AK-3429-01A-02R-1325-07,TCGA-AK-3429,tumor,KIRC
TCGA-B0-4710-01A-01R-1503-07,TCGA-B0-4710,tumor,KIRC
TCGA-CW-5590-01A-01R-1541-07,TCGA-CW-5590,tumor,KIRC
TCGA-B0-4691-01A-01R-1277-07,TCGA-B0-4691,tumor,KIRC
TCGA-BP-5007-01A-01R-1334-07,TCGA-BP-5007,tumor,KIRC
TCGA-EU-5905-01A-11R-1672-07,TCGA-EU-5905,tumor,KIRC
TCGA-B8-A54H-01A-11R-A33J-07,TCGA-B8-A54H,tumor,KIRC
TCGA-B2-4102-01A-02R-1325-07,TCGA-B2-4102,tumor,KIRC
TCGA-B4-5843-01A-11R-1672-07,TCGA-B4-5843,tumor,KIRC
TCGA-AK-3460-01A-02R-1277-07,TCGA-AK-3460,tumor,KIRC
TCGA-B0-5110-01A-01R-1420-07,TCGA-B0-5110,tumor,KIRC
TCGA-B0-4690-01A-01R-1277-07,TCGA-B0-4690,tumor,KIRC
TCGA-B0-5075-01A-01R-1334-07,TCGA-B0-5075,tumor,KIRC
TCGA-B0-5085-01A-01R-1334-07,TCGA-B0-5085,tumor,KIRC
TCGA-MM-A563-01A-11R-A266-07,TCGA-MM-A563,tumor,KIRC
TCGA-AS-3777-01A-01R-0864-07,TCGA-AS-3777,tumor,KIRC
TCGA-EU-5904-01A-11R-1672-07,TCGA-EU-5904,tumor,KIRC
TCGA-B8-5159-01A-01R-1420-07,TCGA-B8-5159,tumor,KIRC
TCGA-B0-5084-01A-01R-1334-07,TCGA-B0-5084,tumor,KIRC
TCGA-BP-4173-01A-02R-1289-07,TCGA-BP-4173,tumor,KIRC
TCGA-CJ-4641-01A-02R-1325-07,TCGA-CJ-4641,tumor,KIRC
TCGA-A3-3372-01A-02R-1325-07,TCGA-A3-3372,tumor,KIRC
TCGA-BP-4967-01A-01R-1334-07,TCGA-BP-4967,tumor,KIRC
TCGA-CJ-6032-01A-11R-1672-07,TCGA-CJ-6032,tumor,KIRC
TCGA-CJ-5671-01A-11R-1541-07,TCGA-CJ-5671,tumor,KIRC
TCGA-B0-5099-01A-01R-1420-07,TCGA-B0-5099,tumor,KIRC
TCGA-A3-3322-01A-02R-1325-07,TCGA-A3-3322,tumor,KIRC
TCGA-CJ-4920-01A-01R-1426-07,TCGA-CJ-4920,tumor,KIRC
TCGA-A3-3326-01A-01R-0864-07,TCGA-A3-3326,tumor,KIRC
TCGA-CJ-4639-01A-02R-1325-07,TCGA-CJ-4639,tumor,KIRC
TCGA-CJ-4634-01A-02R-1325-07,TCGA-CJ-4634,tumor,KIRC
TCGA-A3-3335-01A-01R-0864-07,TCGA-A3-3335,tumor,KIRC
TCGA-BP-4969-01A-01R-1334-07,TCGA-BP-4969,tumor,KIRC
TCGA-BP-4981-01A-01R-1334-07,TCGA-BP-4981,tumor,KIRC
TCGA-AK-3431-01A-02R-1277-07,TCGA-AK-3431,tumor,KIRC
TCGA-B8-5162-01A-01R-1420-07,TCGA-B8-5162,tumor,KIRC
TCGA-BP-4963-01A-01R-1334-07,TCGA-BP-4963,tumor,KIRC
TCGA-BP-4977-01A-01R-1334-07,TCGA-BP-4977,tumor,KIRC
TCGA-B0-4838-01A-01R-1305-07,TCGA-B0-4838,tumor,KIRC
TCGA-B0-5121-01A-02R-1420-07,TCGA-B0-5121,tumor,KIRC
TCGA-CJ-4897-01A-03R-1426-07,TCGA-CJ-4897,tumor,KIRC
TCGA-A3-3352-01A-01R-0864-07,TCGA-A3-3352,tumor,KIRC
TCGA-CJ-4871-01A-01R-1305-07,TCGA-CJ-4871,tumor,KIRC
TCGA-BP-4355-01A-01R-1289-07,TCGA-BP-4355,tumor,KIRC
TCGA-B4-5832-01A-11R-1672-07,TCGA-B4-5832,tumor,KIRC
TCGA-A3-A6NI-01A-11R-A33J-07,TCGA-A3-A6NI,tumor,KIRC
TCGA-BP-4974-01A-01R-1334-07,TCGA-BP-4974,tumor,KIRC
TCGA-B0-4818-01A-01R-1503-07,TCGA-B0-4818,tumor,KIRC
TCGA-CZ-4862-01A-01R-1305-07,TCGA-CZ-4862,tumor,KIRC
TCGA-CJ-4888-01A-01R-1305-07,TCGA-CJ-4888,tumor,KIRC
TCGA-B0-5096-01A-01R-1420-07,TCGA-B0-5096,tumor,KIRC
TCGA-BP-4971-01A-01R-1334-07,TCGA-BP-4971,tumor,KIRC
TCGA-A3-3347-01A-02R-1325-07,TCGA-A3-3347,tumor,KIRC
TCGA-CJ-4635-01A-02R-1305-07,TCGA-CJ-4635,tumor,KIRC
TCGA-A3-A8CQ-01A-11R-A37O-07,TCGA-A3-A8CQ,tumor,KIRC
TCGA-B2-3923-01A-02R-1325-07,TCGA-B2-3923,tumor,KIRC
TCGA-BP-5191-01A-01R-1426-07,TCGA-BP-5191,tumor,KIRC
TCGA-CJ-5683-01A-11R-1541-07,TCGA-CJ-5683,tumor,KIRC
TCGA-BP-4768-01A-01R-1289-07,TCGA-BP-4768,tumor,KIRC
TCGA-AK-3433-01A-02R-1277-07,TCGA-AK-3433,tumor,KIRC
TCGA-B8-5165-01A-01R-1420-07,TCGA-B8-5165,tumor,KIRC
TCGA-B2-5635-01A-01R-1541-07,TCGA-B2-5635,tumor,KIRC
TCGA-A3-3351-01A-02R-1325-07,TCGA-A3-3351,tumor,KIRC
TCGA-A3-3329-01A-01R-0864-07,TCGA-A3-3329,tumor,KIRC
TCGA-AK-3451-01A-02R-1188-07,TCGA-AK-3451,tumor,KIRC
TCGA-CW-5583-01A-02R-1541-07,TCGA-CW-5583,tumor,KIRC
TCGA-B0-4701-01A-01R-1277-07,TCGA-B0-4701,tumor,KIRC
TCGA-A3-3367-01A-02R-1420-07,TCGA-A3-3367,tumor,KIRC
TCGA-B0-4698-01A-01R-1503-07,TCGA-B0-4698,tumor,KIRC
TCGA-BP-4994-01A-01R-1334-07,TCGA-BP-4994,tumor,KIRC
TCGA-DV-5575-01A-01R-1541-07,TCGA-DV-5575,tumor,KIRC
TCGA-B8-4154-01A-01R-1188-07,TCGA-B8-4154,tumor,KIRC
TCGA-B0-4843-01A-01R-1277-07,TCGA-B0-4843,tumor,KIRC
TCGA-B0-4810-01A-01R-1503-07,TCGA-B0-4810,tumor,KIRC
TCGA-BP-4349-01A-01R-1289-07,TCGA-BP-4349,tumor,KIRC
TCGA-DV-5567-01A-01R-1541-07,TCGA-DV-5567,tumor,KIRC
TCGA-BP-4347-01A-01R-1289-07,TCGA-BP-4347,tumor,KIRC
TCGA-G6-A5PC-01A-11R-A33J-07,TCGA-G6-A5PC,tumor,KIRC
TCGA-BP-4332-01A-01R-1289-07,TCGA-BP-4332,tumor,KIRC
TCGA-BP-4163-01A-02R-1325-07,TCGA-BP-4163,tumor,KIRC
TCGA-B0-4822-01A-01R-1277-07,TCGA-B0-4822,tumor,KIRC
TCGA-BP-4970-01A-01R-1334-07,TCGA-BP-4970,tumor,KIRC
TCGA-A3-3311-01A-02R-1325-07,TCGA-A3-3311,tumor,KIRC
TCGA-B0-4842-01A-02R-1420-07,TCGA-B0-4842,tumor,KIRC
TCGA-A3-A6NN-01A-12R-A33J-07,TCGA-A3-A6NN,tumor,KIRC
TCGA-BP-4983-01A-01R-1334-07,TCGA-BP-4983,tumor,KIRC
TCGA-BP-4174-01A-02R-1289-07,TCGA-BP-4174,tumor,KIRC
TCGA-CJ-4904-01A-02R-1426-07,TCGA-CJ-4904,tumor,KIRC
TCGA-BP-4962-01A-01R-1334-07,TCGA-BP-4962,tumor,KIRC
TCGA-A3-3328-01A-01R-0864-07,TCGA-A3-3328,tumor,KIRC
TCGA-CZ-4859-01A-02R-1426-07,TCGA-CZ-4859,tumor,KIRC
TCGA-AK-3445-01A-02R-1277-07,TCGA-AK-3445,tumor,KIRC
TCGA-BP-5169-01A-01R-1426-07,TCGA-BP-5169,tumor,KIRC
TCGA-A3-3307-01A-01R-0864-07,TCGA-A3-3307,tumor,KIRC
TCGA-B0-5119-01A-02R-1420-07,TCGA-B0-5119,tumor,KIRC
TCGA-AK-3440-01A-02R-1277-07,TCGA-AK-3440,tumor,KIRC
TCGA-B0-4834-01A-01R-1305-07,TCGA-B0-4834,tumor,KIRC
TCGA-BP-5175-01A-01R-1426-07,TCGA-BP-5175,tumor,KIRC
TCGA-BP-4176-01A-02R-1289-07,TCGA-BP-4176,tumor,KIRC
TCGA-A3-3363-01A-01R-0864-07,TCGA-A3-3363,tumor,KIRC
TCGA-B0-5120-01A-01R-1420-07,TCGA-B0-5120,tumor,KIRC
TCGA-BP-4325-01A-02R-1289-07,TCGA-BP-4325,tumor,KIRC
TCGA-A3-3357-01A-02R-1420-07,TCGA-A3-3357,tumor,KIRC
TCGA-A3-3316-01A-01R-0864-07,TCGA-A3-3316,tumor,KIRC
TCGA-CW-6093-01A-11R-1672-07,TCGA-CW-6093,tumor,KIRC
TCGA-B0-4828-01A-01R-1277-07,TCGA-B0-4828,tumor,KIRC
TCGA-BP-4334-01A-01R-1289-07,TCGA-BP-4334,tumor,KIRC
TCGA-CZ-4866-01A-01R-1503-07,TCGA-CZ-4866,tumor,KIRC
TCGA-B0-4844-01A-01R-1277-07,TCGA-B0-4844,tumor,KIRC
TCGA-B0-4839-01A-01R-1305-07,TCGA-B0-4839,tumor,KIRC
TCGA-CJ-4637-01A-02R-1325-07,TCGA-CJ-4637,tumor,KIRC
TCGA-CW-6097-01A-11R-1672-07,TCGA-CW-6097,tumor,KIRC
TCGA-BP-4335-01A-01R-1289-07,TCGA-BP-4335,tumor,KIRC
TCGA-BP-5184-01A-01R-1426-07,TCGA-BP-5184,tumor,KIRC
TCGA-BP-5196-01A-01R-1426-07,TCGA-BP-5196,tumor,KIRC
TCGA-CJ-4885-01A-01R-1305-07,TCGA-CJ-4885,tumor,KIRC
TCGA-CJ-4882-01A-02R-1426-07,TCGA-CJ-4882,tumor,KIRC
TCGA-B4-5834-01A-11R-1672-07,TCGA-B4-5834,tumor,KIRC
TCGA-CJ-5686-01A-11R-1672-07,TCGA-CJ-5686,tumor,KIRC
TCGA-B0-5100-01A-01R-1420-07,TCGA-B0-5100,tumor,KIRC
TCGA-CJ-4868-01A-01R-1305-07,TCGA-CJ-4868,tumor,KIRC
TCGA-BP-4342-01A-01R-1289-07,TCGA-BP-4342,tumor,KIRC
TCGA-CJ-4884-01A-01R-1305-07,TCGA-CJ-4884,tumor,KIRC
TCGA-BP-5000-01A-01R-1334-07,TCGA-BP-5000,tumor,KIRC
TCGA-B0-4833-01A-01R-1305-07,TCGA-B0-4833,tumor,KIRC
TCGA-B8-A54G-01A-11R-A266-07,TCGA-B8-A54G,tumor,KIRC
TCGA-B0-5107-01A-01R-1420-07,TCGA-B0-5107,tumor,KIRC
TCGA-BP-5008-01A-01R-1334-07,TCGA-BP-5008,tumor,KIRC
TCGA-B0-5117-01A-01R-1420-07,TCGA-B0-5117,tumor,KIRC
TCGA-CJ-4918-01A-01R-1426-07,TCGA-CJ-4918,tumor,KIRC
TCGA-B8-4621-01A-01R-1503-07,TCGA-B8-4621,tumor,KIRC
TCGA-B0-4697-01A-01R-1277-07,TCGA-B0-4697,tumor,KIRC
TCGA-CJ-4900-01A-01R-1334-07,TCGA-CJ-4900,tumor,KIRC
TCGA-B0-5710-01A-11R-1672-07,TCGA-B0-5710,tumor,KIRC
TCGA-BP-4797-01A-01R-1305-07,TCGA-BP-4797,tumor,KIRC
TCGA-MW-A4EC-01A-11R-A266-07,TCGA-MW-A4EC,tumor,KIRC
TCGA-AK-3465-01A-02R-1325-07,TCGA-AK-3465,tumor,KIRC
TCGA-CZ-4861-01A-01R-1305-07,TCGA-CZ-4861,tumor,KIRC
TCGA-BP-4995-01A-01R-1334-07,TCGA-BP-4995,tumor,KIRC
TCGA-B8-A54I-01A-21R-A33J-07,TCGA-B8-A54I,tumor,KIRC
TCGA-B0-4845-01A-01R-1277-07,TCGA-B0-4845,tumor,KIRC
TCGA-DV-5573-01A-01R-1541-07,TCGA-DV-5573,tumor,KIRC
TCGA-CJ-5682-01A-11R-1541-07,TCGA-CJ-5682,tumor,KIRC
TCGA-CJ-4875-01A-01R-1305-07,TCGA-CJ-4875,tumor,KIRC
TCGA-BP-5201-01A-01R-1426-07,TCGA-BP-5201,tumor,KIRC
TCGA-G6-A8L8-01A-21R-A37O-07,TCGA-G6-A8L8,tumor,KIRC
TCGA-BP-5176-01A-01R-1426-07,TCGA-BP-5176,tumor,KIRC
TCGA-BP-4784-01A-01R-1305-07,TCGA-BP-4784,tumor,KIRC
TCGA-BP-5200-01A-01R-1426-07,TCGA-BP-5200,tumor,KIRC
TCGA-BP-4343-01A-02R-1289-07,TCGA-BP-4343,tumor,KIRC
TCGA-A3-3376-01A-02R-1420-07,TCGA-A3-3376,tumor,KIRC
TCGA-B0-5098-01A-01R-1420-07,TCGA-B0-5098,tumor,KIRC
TCGA-BP-5178-01A-01R-1426-07,TCGA-BP-5178,tumor,KIRC
TCGA-B8-5553-01A-01R-1541-07,TCGA-B8-5553,tumor,KIRC
TCGA-CJ-4912-01A-01R-1426-07,TCGA-CJ-4912,tumor,KIRC
TCGA-BP-4762-01A-02R-1289-07,TCGA-BP-4762,tumor,KIRC
TCGA-AK-3436-01A-02R-1325-07,TCGA-AK-3436,tumor,KIRC
TCGA-B0-4836-01A-01R-1305-07,TCGA-B0-4836,tumor,KIRC
TCGA-BP-4346-01A-01R-1289-07,TCGA-BP-4346,tumor,KIRC
TCGA-BP-4959-01A-01R-1334-07,TCGA-BP-4959,tumor,KIRC
TCGA-A3-3313-01A-02R-1325-07,TCGA-A3-3313,tumor,KIRC
TCGA-BP-5174-01A-01R-1426-07,TCGA-BP-5174,tumor,KIRC
TCGA-BP-4998-01A-01R-1334-07,TCGA-BP-4998,tumor,KIRC
TCGA-B0-5692-01A-11R-1541-07,TCGA-B0-5692,tumor,KIRC
TCGA-B0-5115-01A-01R-1420-07,TCGA-B0-5115,tumor,KIRC
TCGA-B2-A4SR-01A-11R-A266-07,TCGA-B2-A4SR,tumor,KIRC
TCGA-B4-5838-01A-11R-1672-07,TCGA-B4-5838,tumor,KIRC
TCGA-A3-3320-01A-02R-1325-07,TCGA-A3-3320,tumor,KIRC
TCGA-BP-5004-01A-01R-1334-07,TCGA-BP-5004,tumor,KIRC
TCGA-B0-4821-01A-01R-1503-07,TCGA-B0-4821,tumor,KIRC
TCGA-B0-4694-01A-01R-1277-07,TCGA-B0-4694,tumor,KIRC
TCGA-A3-3380-01A-01R-0864-07,TCGA-A3-3380,tumor,KIRC
TCGA-BP-5190-01A-01R-1426-07,TCGA-BP-5190,tumor,KIRC
TCGA-B0-5812-01A-11R-1672-07,TCGA-B0-5812,tumor,KIRC
TCGA-CZ-5460-01A-01R-1503-07,TCGA-CZ-5460,tumor,KIRC
TCGA-BP-5181-01A-01R-1426-07,TCGA-BP-5181,tumor,KIRC
TCGA-B8-5164-01A-01R-1420-07,TCGA-B8-5164,tumor,KIRC
TCGA-BP-4776-01A-01R-1289-07,TCGA-BP-4776,tumor,KIRC
TCGA-BP-4988-01A-01R-1334-07,TCGA-BP-4988,tumor,KIRC
TCGA-BP-4161-01A-02R-1325-07,TCGA-BP-4161,tumor,KIRC
TCGA-A3-3358-11A-01R-1541-07,TCGA-A3-3358,normal,KIRC
TCGA-A3-3387-11A-01R-1541-07,TCGA-A3-3387,normal,KIRC
TCGA-B0-4700-11A-01R-1541-07,TCGA-B0-4700,normal,KIRC
TCGA-B0-4712-11A-02R-1503-07,TCGA-B0-4712,normal,KIRC
TCGA-B0-5402-11A-01R-1503-07,TCGA-B0-5402,normal,KIRC
TCGA-B0-5690-11A-01R-1541-07,TCGA-B0-5690,normal,KIRC
TCGA-B0-5691-11A-01R-1541-07,TCGA-B0-5691,normal,KIRC
TCGA-B0-5694-11A-01R-1541-07,TCGA-B0-5694,normal,KIRC
TCGA-B0-5696-11A-01R-1541-07,TCGA-B0-5696,normal,KIRC
TCGA-B0-5697-11A-01R-1541-07,TCGA-B0-5697,normal,KIRC
TCGA-B0-5699-11A-01R-1541-07,TCGA-B0-5699,normal,KIRC
TCGA-B0-5701-11A-01R-1541-07,TCGA-B0-5701,normal,KIRC
TCGA-B0-5703-11A-01R-1541-07,TCGA-B0-5703,normal,KIRC
TCGA-B0-5705-11A-01R-1541-07,TCGA-B0-5705,normal,KIRC
TCGA-B0-5706-11A-01R-1541-07,TCGA-B0-5706,normal,KIRC
TCGA-B0-5709-11A-01R-1541-07,TCGA-B0-5709,normal,KIRC
TCGA-B0-5711-11A-01R-1672-07,TCGA-B0-5711,normal,KIRC
TCGA-B0-5712-11A-01R-1672-07,TCGA-B0-5712,normal,KIRC
TCGA-B2-5636-11A-01R-1541-07,TCGA-B2-5636,normal,KIRC
TCGA-B2-5641-11A-01R-1541-07,TCGA-B2-5641,normal,KIRC
TCGA-B8-4619-11A-01R-1758-07,TCGA-B8-4619,normal,KIRC
TCGA-B8-4620-11A-01R-1758-07,TCGA-B8-4620,normal,KIRC
TCGA-B8-4622-11A-01R-1758-07,TCGA-B8-4622,normal,KIRC
TCGA-B8-5549-11A-01R-1541-07,TCGA-B8-5549,normal,KIRC
TCGA-B8-5552-11A-01R-1672-07,TCGA-B8-5552,normal,KIRC
TCGA-CJ-5672-11A-01R-1541-07,TCGA-CJ-5672,normal,KIRC
TCGA-CJ-5676-11A-01R-1541-07,TCGA-CJ-5676,normal,KIRC
TCGA-CJ-5677-11A-01R-1541-07,TCGA-CJ-5677,normal,KIRC
TCGA-CJ-5678-11A-01R-1541-07,TCGA-CJ-5678,normal,KIRC
TCGA-CJ-5679-11A-01R-1541-07,TCGA-CJ-5679,normal,KIRC
TCGA-CJ-5680-11A-01R-1541-07,TCGA-CJ-5680,normal,KIRC
TCGA-CJ-5681-11A-01R-1541-07,TCGA-CJ-5681,normal,KIRC
TCGA-CJ-5689-11A-01R-1541-07,TCGA-CJ-5689,normal,KIRC
TCGA-CJ-6030-11A-01R-1672-07,TCGA-CJ-6030,normal,KIRC
TCGA-CJ-6033-11A-01R-1858-07,TCGA-CJ-6033,normal,KIRC
TCGA-CW-5580-11A-02R-1672-07,TCGA-CW-5580,normal,KIRC
TCGA-CW-5581-11A-01R-1541-07,TCGA-CW-5581,normal,KIRC
TCGA-CW-5584-11A-01R-1541-07,TCGA-CW-5584,normal,KIRC
TCGA-CW-5585-11A-01R-1541-07,TCGA-CW-5585,normal,KIRC
TCGA-CW-5587-11A-01R-1541-07,TCGA-CW-5587,normal,KIRC
TCGA-CW-5589-11A-01R-1541-07,TCGA-CW-5589,normal,KIRC
TCGA-CW-5591-11A-01R-1541-07,TCGA-CW-5591,normal,KIRC
TCGA-CW-6087-11A-01R-1672-07,TCGA-CW-6087,normal,KIRC
TCGA-CW-6088-11A-01R-1672-07,TCGA-CW-6088,normal,KIRC
TCGA-CW-6090-11A-01R-1672-07,TCGA-CW-6090,normal,KIRC
TCGA-CZ-4863-11A-01R-1503-07,TCGA-CZ-4863,normal,KIRC
TCGA-CZ-4864-11A-01R-1503-07,TCGA-CZ-4864,normal,KIRC
TCGA-CZ-4865-11A-01R-1503-07,TCGA-CZ-4865,normal,KIRC
TCGA-CZ-5451-11A-01R-1503-07,TCGA-CZ-5451,normal,KIRC
TCGA-CZ-5452-11A-01R-1503-07,TCGA-CZ-5452,normal,KIRC
TCGA-CZ-5453-11A-01R-1503-07,TCGA-CZ-5453,normal,KIRC
TCGA-CZ-5454-11A-01R-1503-07,TCGA-CZ-5454,normal,KIRC
TCGA-CZ-5455-11A-01R-1503-07,TCGA-CZ-5455,normal,KIRC
TCGA-CZ-5456-11A-02R-1503-07,TCGA-CZ-5456,normal,KIRC
TCGA-CZ-5457-11A-01R-1503-07,TCGA-CZ-5457,normal,KIRC
TCGA-CZ-5458-11A-01R-1503-07,TCGA-CZ-5458,normal,KIRC
TCGA-CZ-5461-11A-01R-1503-07,TCGA-CZ-5461,normal,KIRC
TCGA-CZ-5462-11A-01R-1503-07,TCGA-CZ-5462,normal,KIRC
TCGA-CZ-5463-11A-01R-1503-07,TCGA-CZ-5463,normal,KIRC
TCGA-CZ-5465-11A-01R-1503-07,TCGA-CZ-5465,normal,KIRC
TCGA-CZ-5466-11A-01R-1503-07,TCGA-CZ-5466,normal,KIRC
TCGA-CZ-5467-11A-01R-1503-07,TCGA-CZ-5467,normal,KIRC
TCGA-CZ-5468-11A-01R-1503-07,TCGA-CZ-5468,normal,KIRC
TCGA-CZ-5469-11A-01R-1503-07,TCGA-CZ-5469,normal,KIRC
TCGA-CZ-5470-11A-01R-1503-07,TCGA-CZ-5470,normal,KIRC
TCGA-CZ-5982-11A-01R-1672-07,TCGA-CZ-5982,normal,KIRC
TCGA-CZ-5984-11A-01R-1672-07,TCGA-CZ-5984,normal,KIRC
TCGA-CZ-5985-11A-01R-1672-07,TCGA-CZ-5985,normal,KIRC
TCGA-CZ-5986-11A-01R-1672-07,TCGA-CZ-5986,normal,KIRC
TCGA-CZ-5987-11A-01R-1672-07,TCGA-CZ-5987,normal,KIRC
TCGA-CZ-5988-11A-01R-1672-07,TCGA-CZ-5988,normal,KIRC
TCGA-CZ-5989-11A-01R-1672-07,TCGA-CZ-5989,normal,KIRC
