PC1,PC2,PC3,cohorte,tipo,grupo
-39.788345,16.391426,-53.68014,BRCA,tumor,tumor_BRCA
-59.818882,-49.92796,-49.972076,BRCA,tumor,tumor_BRCA
-22.25934,5.0890417,-73.618004,BRCA,tumor,tumor_BRCA
-55.43276,-4.389954,-53.842308,BRCA,tumor,tumor_BRCA
-66.04882,-22.295998,-61.163567,BRCA,tumor,tumor_BRCA
-50.75116,-41.76607,-52.189842,BRCA,tumor,tumor_BRCA
-50.179462,11.084338,-58.292892,BRCA,tumor,tumor_BRCA
-55.941086,-35.260056,-49.807625,BRCA,tumor,tumor_BRCA
-81.91579,53.409462,7.0019236,BRCA,tumor,tumor_BRCA
-72.4227,51.008743,-39.385284,BRCA,tumor,tumor_BRCA
-44.4123,-24.95914,-72.69293,BRCA,tumor,tumor_BRCA
-38.517628,-13.859044,-59.726215,BRCA,tumor,tumor_BRCA
-44.501892,-30.943462,-84.36223,BRCA,tumor,tumor_BRCA
-63.122833,28.445692,-10.254721,BRCA,tumor,tumor_BRCA
-36.816433,-42.524075,-74.50167,BRCA,tumor,tumor_BRCA
-43.49427,6.4462132,-56.808044,BRCA,tumor,tumor_BRCA
-36.31002,21.018072,-52.015717,BRCA,tumor,tumor_BRCA
-54.018963,-32.93454,-59.541103,BRCA,tumor,tumor_BRCA
-47.22209,21.092419,-54.04567,BRCA,tumor,tumor_BRCA
-42.78054,-11.828238,-39.793407,BRCA,tumor,tumor_BRCA
-53.32943,-27.937277,-64.64072,BRCA,tumor,tumor_BRCA
-34.56426,-25.976974,-67.78634,BRCA,tumor,tumor_BRCA
-65.776276,2.3239448,-60.152542,BRCA,tumor,tumor_BRCA
-35.487625,-19.532398,-55.950466,BRCA,tumor,tumor_BRCA
-45.186283,-2.5539339,-83.41151,BRCA,tumor,tumor_BRCA
-52.02499,-12.617114,-72.38547,BRCA,tumor,tumor_BRCA
-72.07772,32.968582,-50.76766,BRCA,tumor,tumor_BRCA
-56.03986,-32.241875,-64.32814,BRCA,tumor,tumor_BRCA
-57.567978,23.619434,-60.634167,BRCA,tumor,tumor_BRCA
-43.11103,-27.61216,-77.817665,BRCA,tumor,tumor_BRCA
-41.213818,1.4131625,-57.76966,BRCA,tumor,tumor_BRCA
-45.951687,17.889202,-36.07723,BRCA,tumor,tumor_BRCA
-51.09533,-41.238106,-27.252516,BRCA,tumor,tumor_BRCA
-53.340195,-25.170414,-67.51739,BRCA,tumor,tumor_BRCA
-43.422848,-33.76827,-38.40402,BRCA,tumor,tumor_BRCA
-54.10376,57.51812,-45.02936,BRCA,tumor,tumor_BRCA
-40.246155,-31.651333,-72.199585,BRCA,tumor,tumor_BRCA
-46.40479,-34.18037,-81.34196,BRCA,tumor,tumor_BRCA
-46.792652,-25.009558,-60.821766,BRCA,tumor,tumor_BRCA
-59.58263,-8.150839,-62.53989,BRCA,tumor,tumor_BRCA
-78.13424,9.7859,-54.37964,BRCA,tumor,tumor_BRCA
-36.88902,-15.6239395,-59.450314,BRCA,tumor,tumor_BRCA
-64.27521,-13.692946,-41.68885,BRCA,tumor,tumor_BRCA
-70.411354,-31.248579,-52.51943,BRCA,tumor,tumor_BRCA
-23.23516,-59.089962,-73.02905,BRCA,tumor,tumor_BRCA
-30.109621,-55.526203,-68.6072,BRCA,tumor,tumor_BRCA
-47.52221,-18.0611,-63.554607,BRCA,tumor,tumor_BRCA
-31.806314,-41.55089,-65.933716,BRCA,tumor,tumor_BRCA
-58.66456,-25.359777,-59.894497,BRCA,tumor,tumor_BRCA
-46.14263,-11.0079565,-69.62365,BRCA,tumor,tumor_BRCA
-36.34096,14.019106,-60.925076,BRCA,tumor,tumor_BRCA
-32.91737,-50.26825,-69.551056,BRCA,tumor,tumor_BRCA
-54.838654,-15.715488,-51.82528,BRCA,tumor,tumor_BRCA
-53.905384,23.338043,-58.75165,BRCA,tumor,tumor_BRCA
-46.97785,0.84179986,-63.26744,BRCA,tumor,tumor_BRCA
-62.604584,2.3473773,-51.667618,BRCA,tumor,tumor_BRCA
-22.53967,-26.82828,-54.872673,BRCA,tumor,tumor_BRCA
-62.7526,29.14082,-45.434536,BRCA,tumor,tumor_BRCA
-47.469727,-17.55214,-61.743305,BRCA,tumor,tumor_BRCA
-48.015556,-30.157347,-70.32393,BRCA,tumor,tumor_BRCA
-25.521769,-2.4097848,-73.99522,BRCA,tumor,tumor_BRCA
-76.97366,24.026596,-39.499622,BRCA,tumor,tumor_BRCA
-22.72805,-73.01362,-48.412655,BRCA,normal,normal_BRCA
-5.2783804,-72.03698,-49.603954,BRCA,normal,normal_BRCA
42.922108,-69.30698,-46.58946,BRCA,normal,normal_BRCA
44.0352,-51.07729,-52.227707,BRCA,normal,normal_BRCA
21.248394,-88.65032,-57.414696,BRCA,normal,normal_BRCA
10.938118,-85.35852,-48.81215,BRCA,normal,normal_BRCA
59.83601,-82.248985,-35.45699,BRCA,normal,normal_BRCA
3.652317,-95.21107,-52.33584,BRCA,normal,normal_BRCA
3.3484178,-89.36513,-53.287373,BRCA,normal,normal_BRCA
-22.728123,-65.40337,-56.636745,BRCA,normal,normal_BRCA
-31.422234,-67.07798,-31.051615,BRCA,normal,normal_BRCA
-20.894886,-86.36868,-38.354187,BRCA,normal,normal_BRCA
-0.86187273,-88.82209,-48.56386,BRCA,normal,normal_BRCA
-15.623678,-96.26547,-48.177513,BRCA,normal,normal_BRCA
-5.9592214,-85.760544,-51.197838,BRCA,normal,normal_BRCA
51.519424,-71.726944,-24.633766,BRCA,normal,normal_BRCA
-24.491837,-83.808815,-44.271717,BRCA,normal,normal_BRCA
41.655865,-79.49804,-34.027126,BRCA,normal,normal_BRCA
-4.5013146,-71.356285,-47.929703,BRCA,normal,normal_BRCA
-9.941188,-76.33439,-49.710197,BRCA,normal,normal_BRCA
-20.195425,-80.05027,-47.26327,BRCA,normal,normal_BRCA
-28.977304,-71.913956,-29.195648,BRCA,normal,normal_BRCA
-18.881536,-80.830956,-54.186157,BRCA,normal,normal_BRCA
-23.00854,-79.359604,-33.06343,BRCA,normal,normal_BRCA
-30.62105,-84.819496,-37.879818,BRCA,normal,normal_BRCA
-23.385696,-86.18572,-48.680103,BRCA,normal,normal_BRCA
-3.2969232,-46.906464,-71.86866,BRCA,normal,normal_BRCA
7.649993,-91.2794,-57.64454,BRCA,normal,normal_BRCA
-20.756704,-94.20633,-35.75654,BRCA,normal,normal_BRCA
-17.638502,-82.33712,-45.612564,BRCA,normal,normal_BRCA
46.540154,-73.02342,-38.857758,BRCA,normal,normal_BRCA
-13.800685,-86.62747,-51.285503,BRCA,normal,normal_BRCA
-13.437416,-79.3129,-38.532978,BRCA,normal,normal_BRCA
-41.79065,-75.80852,-37.9855,BRCA,normal,normal_BRCA
0.76688683,-83.71365,-59.41682,BRCA,normal,normal_BRCA
-14.273383,-88.36424,-44.586597,BRCA,normal,normal_BRCA
-26.031475,-94.15717,-42.423496,BRCA,normal,normal_BRCA
-24.663874,-89.46571,-45.580643,BRCA,normal,normal_BRCA
-24.7007,-91.289665,-42.24393,BRCA,normal,normal_BRCA
-20.101686,-95.59027,-34.489838,BRCA,normal,normal_BRCA
-49.518745,-52.39855,-33.97997,BRCA,normal,normal_BRCA
-43.52195,-65.99872,-26.868101,BRCA,normal,normal_BRCA
-32.08069,-68.69639,-24.850739,BRCA,normal,normal_BRCA
-19.875751,-95.05451,-41.893147,BRCA,normal,normal_BRCA
-39.650436,-67.26818,-38.236065,BRCA,normal,normal_BRCA
45.042484,-62.04302,-13.143729,BRCA,normal,normal_BRCA
-23.317423,-79.43446,-33.80894,BRCA,normal,normal_BRCA
-18.178978,-76.7927,-44.96057,BRCA,normal,normal_BRCA
-13.041368,-80.647095,-48.085484,BRCA,normal,normal_BRCA
-13.259108,-101.23514,-37.17199,BRCA,normal,normal_BRCA
-0.70757216,-90.414665,-52.49678,BRCA,normal,normal_BRCA
-0.38102484,-87.82848,-59.092976,BRCA,normal,normal_BRCA
-0.37755385,-98.88476,-50.76093,BRCA,normal,normal_BRCA
7.6652236,-102.859695,-36.984497,BRCA,normal,normal_BRCA
-4.768583,-97.89046,-45.434143,BRCA,normal,normal_BRCA
-0.98981184,-100.1403,-44.260967,BRCA,normal,normal_BRCA
-1.9181908,-74.55685,-55.40466,BRCA,normal,normal_BRCA
-15.492181,-81.99248,-53.02773,BRCA,normal,normal_BRCA
-24.865612,-69.609695,-30.644918,BRCA,normal,normal_BRCA
12.088422,-89.07708,-51.974075,BRCA,normal,normal_BRCA
50.60967,-51.970196,-50.432865,BRCA,normal,normal_BRCA
7.1137285,-98.57348,-51.618244,BRCA,normal,normal_BRCA
-3.2827897,-94.76205,-52.4944,BRCA,normal,normal_BRCA
-3.378622,-85.435036,-64.16914,BRCA,normal,normal_BRCA
-20.777987,-79.02523,-63.759533,BRCA,normal,normal_BRCA
5.1452456,-91.32294,-47.439827,BRCA,normal,normal_BRCA
12.811038,-96.42133,-48.297806,BRCA,normal,normal_BRCA
17.575796,-98.663185,-62.303345,BRCA,normal,normal_BRCA
-4.672664,-82.22238,-48.763546,BRCA,normal,normal_BRCA
-15.5772,-89.27983,-45.61875,BRCA,normal,normal_BRCA
-2.2977948,-82.20066,-49.71652,BRCA,normal,normal_BRCA
6.4767165,-93.559395,-49.52865,BRCA,normal,normal_BRCA
-5.404703,-86.06253,-51.324764,BRCA,normal,normal_BRCA
-5.1848426,-91.21349,-43.47042,BRCA,normal,normal_BRCA
1.1386532,-72.5832,-53.83801,BRCA,normal,normal_BRCA
4.395602,-93.433105,-63.21107,BRCA,normal,normal_BRCA
-1.3702402,-94.226814,-49.350113,BRCA,normal,normal_BRCA
4.0996857,-68.72727,-58.321568,BRCA,normal,normal_BRCA
-4.648285,-82.559326,-57.794693,BRCA,normal,normal_BRCA
-8.938033,-91.316,-51.75583,BRCA,normal,normal_BRCA
3.1875148,-97.948654,-47.83511,BRCA,normal,normal_BRCA
26.979843,-92.15168,-48.194515,BRCA,normal,normal_BRCA
-18.0956,-89.08314,-43.867256,BRCA,normal,normal_BRCA
9.569489,-86.56782,-60.626953,BRCA,normal,normal_BRCA
-21.949726,-74.571785,-46.435783,BRCA,normal,normal_BRCA
26.187397,-87.68122,-39.10684,BRCA,normal,normal_BRCA
28.096598,-96.78958,-35.632614,BRCA,normal,normal_BRCA
-5.6896915,-60.674515,-41.602158,BRCA,normal,normal_BRCA
5.2477226,-95.30242,-50.668606,BRCA,normal,normal_BRCA
38.6786,-67.49961,-9.515442,BRCA,normal,normal_BRCA
4.8235784,-88.05068,-47.15698,BRCA,normal,normal_BRCA
-15.662905,-71.451454,-52.21023,BRCA,normal,normal_BRCA
-33.407497,-66.77493,-27.769638,BRCA,normal,normal_BRCA
-30.528467,-78.70426,-36.730576,BRCA,normal,normal_BRCA
36.91987,-80.80784,-28.633303,BRCA,normal,normal_BRCA
-23.286005,-74.70011,-43.86473,BRCA,normal,normal_BRCA
-30.290648,-55.635662,-51.98212,BRCA,normal,normal_BRCA
-3.2837205,-76.69542,-52.600716,BRCA,normal,normal_BRCA
-13.714323,-85.37917,-36.40046,BRCA,normal,normal_BRCA
5.3360405,-82.13397,-52.873745,BRCA,normal,normal_BRCA
2.6686146,-58.066135,-52.839584,BRCA,normal,normal_BRCA
58.467014,-61.2485,-50.651787,BRCA,normal,normal_BRCA
19.85201,-81.9423,-57.17511,BRCA,normal,normal_BRCA
31.358858,-93.4073,-56.046032,BRCA,normal,normal_BRCA
9.353357,-86.95069,-61.2432,BRCA,normal,normal_BRCA
56.322575,-73.20161,-40.774837,BRCA,normal,normal_BRCA
19.839659,-87.04359,-57.635384,BRCA,normal,normal_BRCA
61.01983,-72.29262,-46.967735,BRCA,normal,normal_BRCA
24.16815,-90.76699,-47.125355,BRCA,normal,normal_BRCA
43.092392,-90.30687,-44.561142,BRCA,normal,normal_BRCA
36.007633,-62.801598,6.959572,BRCA,normal,normal_BRCA
0.24131143,-75.19685,-52.503796,BRCA,normal,normal_BRCA
-25.950975,113.70281,43.09481,COAD,tumor,tumor_COAD
-34.61635,127.24832,47.809444,COAD,tumor,tumor_COAD
-33.428436,111.10993,23.501612,COAD,tumor,tumor_COAD
-19.390484,88.61837,34.827538,COAD,tumor,tumor_COAD
-26.78494,125.43746,20.348267,COAD,tumor,tumor_COAD
-42.531944,122.72872,57.603832,COAD,tumor,tumor_COAD
-44.858154,115.471504,64.15794,COAD,tumor,tumor_COAD
-63.91854,169.87256,56.443756,COAD,tumor,tumor_COAD
-45.839558,122.502266,55.6839,COAD,tumor,tumor_COAD
-11.631114,82.45617,-1.5068427,COAD,tumor,tumor_COAD
-35.196686,123.27312,28.870045,COAD,tumor,tumor_COAD
-35.406273,134.82571,61.296688,COAD,tumor,tumor_COAD
-49.409718,143.56728,51.16922,COAD,tumor,tumor_COAD
-51.216324,142.11095,56.638424,COAD,tumor,tumor_COAD
-36.08816,138.08356,39.89645,COAD,tumor,tumor_COAD
-53.280224,164.17424,64.388695,COAD,tumor,tumor_COAD
-43.362724,162.69922,61.21945,COAD,tumor,tumor_COAD
-44.136757,154.04172,52.432194,COAD,tumor,tumor_COAD
-37.038795,143.5188,47.559784,COAD,tumor,tumor_COAD
-57.933784,153.18153,36.448048,COAD,tumor,tumor_COAD
-62.519695,147.37952,94.35366,COAD,tumor,tumor_COAD
-35.435493,132.26308,44.673164,COAD,tumor,tumor_COAD
-35.411865,135.37009,21.826105,COAD,tumor,tumor_COAD
-33.194786,122.82135,46.353134,COAD,tumor,tumor_COAD
-21.763481,109.9402,28.621317,COAD,tumor,tumor_COAD
-35.186935,64.51508,28.064865,COAD,tumor,tumor_COAD
10.506585,37.59309,-25.616274,COAD,tumor,tumor_COAD
-67.943436,176.6157,83.3463,COAD,tumor,tumor_COAD
-49.823307,149.02295,76.70428,COAD,tumor,tumor_COAD
-78.38576,165.9526,67.550934,COAD,tumor,tumor_COAD
-42.76801,116.67212,62.282284,COAD,tumor,tumor_COAD
-57.36682,162.06744,82.72456,COAD,tumor,tumor_COAD
-39.992584,138.1742,61.805496,COAD,tumor,tumor_COAD
-73.57867,165.42322,91.35168,COAD,tumor,tumor_COAD
-31.52607,124.02405,47.88061,COAD,tumor,tumor_COAD
-61.62336,146.26456,61.84493,COAD,tumor,tumor_COAD
-30.935596,73.872185,-4.202654,COAD,tumor,tumor_COAD
-49.68967,116.03675,43.72188,COAD,tumor,tumor_COAD
-48.860355,140.2541,51.34689,COAD,tumor,tumor_COAD
-57.561497,172.10838,57.07935,COAD,tumor,tumor_COAD
-50.856335,168.15889,68.14189,COAD,tumor,tumor_COAD
-31.27341,109.251076,40.522293,COAD,tumor,tumor_COAD
-38.63476,128.76546,51.0965,COAD,tumor,tumor_COAD
-12.416136,111.30061,30.190287,COAD,tumor,tumor_COAD
-43.624332,133.40405,55.3443,COAD,tumor,tumor_COAD
-23.784658,90.88443,22.988575,COAD,tumor,tumor_COAD
-55.663258,144.06917,64.78315,COAD,tumor,tumor_COAD
-69.35641,148.69362,76.30434,COAD,tumor,tumor_COAD
-33.188896,103.002945,26.063017,COAD,tumor,tumor_COAD
-67.97392,136.64418,66.61154,COAD,tumor,tumor_COAD
-39.552547,135.0556,35.33746,COAD,tumor,tumor_COAD
-32.441326,141.69058,63.522873,COAD,tumor,tumor_COAD
-41.001144,135.16368,43.112972,COAD,tumor,tumor_COAD
-35.531807,86.93167,35.503807,COAD,tumor,tumor_COAD
-64.529854,165.00688,70.62552,COAD,tumor,tumor_COAD
-30.582027,135.34758,17.25228,COAD,tumor,tumor_COAD
-35.349606,117.54907,29.989408,COAD,tumor,tumor_COAD
-4.794262,76.11696,-3.5454507,COAD,tumor,tumor_COAD
-41.41542,163.78421,60.792267,COAD,tumor,tumor_COAD
-33.94738,100.244194,34.76783,COAD,tumor,tumor_COAD
-37.035053,94.267494,27.54796,COAD,tumor,tumor_COAD
-52.337852,156.06667,49.98156,COAD,tumor,tumor_COAD
-45.224033,128.0427,65.72771,COAD,tumor,tumor_COAD
-38.87764,129.28726,68.669846,COAD,tumor,tumor_COAD
-45.751698,112.346886,65.227974,COAD,tumor,tumor_COAD
-49.420593,162.47165,55.05215,COAD,tumor,tumor_COAD
-8.947318,33.43943,12.126979,COAD,tumor,tumor_COAD
-42.46006,135.98679,60.714664,COAD,tumor,tumor_COAD
-49.71525,153.05296,46.5749,COAD,tumor,tumor_COAD
-51.324566,149.90901,59.669643,COAD,tumor,tumor_COAD
-56.175842,139.17184,51.922062,COAD,tumor,tumor_COAD
-65.5737,154.63478,73.75944,COAD,tumor,tumor_COAD
-59.408894,170.79042,78.054794,COAD,tumor,tumor_COAD
-68.27868,165.42676,59.68197,COAD,tumor,tumor_COAD
-61.04586,145.6268,58.104355,COAD,tumor,tumor_COAD
-32.75492,142.21283,56.631264,COAD,tumor,tumor_COAD
-40.13657,117.70779,28.491047,COAD,tumor,tumor_COAD
-21.528372,133.33759,33.010918,COAD,tumor,tumor_COAD
-35.034016,103.47211,22.451975,COAD,tumor,tumor_COAD
-38.133846,121.17973,43.043755,COAD,tumor,tumor_COAD
-17.49214,85.27044,28.914993,COAD,tumor,tumor_COAD
-42.029533,146.28545,28.64316,COAD,tumor,tumor_COAD
-62.129326,144.48346,61.097504,COAD,tumor,tumor_COAD
-32.522144,150.42981,62.185047,COAD,tumor,tumor_COAD
-50.184288,130.29346,70.8173,COAD,tumor,tumor_COAD
-29.286333,128.15948,37.873764,COAD,tumor,tumor_COAD
-53.094242,162.7623,90.71163,COAD,tumor,tumor_COAD
-58.19144,174.0328,81.30664,COAD,tumor,tumor_COAD
-55.84401,163.44041,68.8714,COAD,tumor,tumor_COAD
-36.807663,72.917465,79.02644,COAD,tumor,tumor_COAD
-57.413048,190.86485,64.716545,COAD,tumor,tumor_COAD
-47.509705,170.55093,44.79161,COAD,tumor,tumor_COAD
-47.78652,141.99554,34.077965,COAD,tumor,tumor_COAD
-24.534807,113.62513,25.776272,COAD,tumor,tumor_COAD
-43.83448,139.11943,39.500015,COAD,tumor,tumor_COAD
-52.315186,113.25781,53.67659,COAD,tumor,tumor_COAD
-31.169573,131.3354,22.897976,COAD,tumor,tumor_COAD
-44.77163,116.74877,63.219784,COAD,tumor,tumor_COAD
-53.622482,153.31885,52.414967,COAD,tumor,tumor_COAD
-45.206802,157.51018,83.32953,COAD,tumor,tumor_COAD
-29.626293,109.41598,39.098286,COAD,tumor,tumor_COAD
-64.39715,167.70174,82.84842,COAD,tumor,tumor_COAD
-71.05939,163.9684,82.445366,COAD,tumor,tumor_COAD
-32.355812,137.433,37.0719,COAD,tumor,tumor_COAD
-8.51456,99.55009,-3.9680605,COAD,tumor,tumor_COAD
-35.199657,104.61263,43.56561,COAD,tumor,tumor_COAD
-55.135532,160.15503,70.27554,COAD,tumor,tumor_COAD
-33.654163,146.2883,44.786045,COAD,tumor,tumor_COAD
-63.906845,164.81929,67.14212,COAD,tumor,tumor_COAD
-66.075005,175.7086,72.15794,COAD,tumor,tumor_COAD
-19.234804,103.70779,24.170706,COAD,tumor,tumor_COAD
-55.256073,139.80563,78.65266,COAD,tumor,tumor_COAD
-72.98559,177.44307,90.45389,COAD,tumor,tumor_COAD
-65.70909,160.14264,82.3874,COAD,tumor,tumor_COAD
-16.066933,64.45743,-35.630177,COAD,tumor,tumor_COAD
-37.03731,84.298225,-13.49741,COAD,tumor,tumor_COAD
-49.69187,166.52573,49.05499,COAD,tumor,tumor_COAD
-49.427925,150.98204,47.061806,COAD,tumor,tumor_COAD
-54.009304,142.3951,32.431793,COAD,tumor,tumor_COAD
-44.11312,127.54597,49.05928,COAD,tumor,tumor_COAD
-52.228264,173.4567,59.73852,COAD,tumor,tumor_COAD
-40.539722,142.71829,63.477146,COAD,tumor,tumor_COAD
-74.123344,179.4376,83.71662,COAD,tumor,tumor_COAD
-68.636986,156.52325,84.94543,COAD,tumor,tumor_COAD
-59.899124,172.78835,62.865383,COAD,tumor,tumor_COAD
-7.918683,103.80335,0.71903414,COAD,tumor,tumor_COAD
-51.62245,168.46953,50.74403,COAD,tumor,tumor_COAD
-47.78031,171.71535,54.509785,COAD,tumor,tumor_COAD
-29.13717,85.80205,2.2802207,COAD,tumor,tumor_COAD
-41.516205,158.59863,61.05806,COAD,tumor,tumor_COAD
-37.31156,120.137634,49.466606,COAD,tumor,tumor_COAD
-40.43877,134.10968,46.701218,COAD,tumor,tumor_COAD
-48.228985,169.4087,71.77963,COAD,tumor,tumor_COAD
-69.87541,179.51323,66.36665,COAD,tumor,tumor_COAD
-21.725538,87.141495,28.767574,COAD,tumor,tumor_COAD
-60.889355,177.89929,84.2278,COAD,tumor,tumor_COAD
-41.273144,128.6087,47.88694,COAD,tumor,tumor_COAD
-60.418983,160.23125,66.809204,COAD,tumor,tumor_COAD
-44.22278,133.37648,65.60784,COAD,tumor,tumor_COAD
-15.789745,92.76748,8.119083,COAD,tumor,tumor_COAD
-35.263973,108.85209,36.06556,COAD,tumor,tumor_COAD
-54.035778,162.39938,74.16918,COAD,tumor,tumor_COAD
-53.641056,163.66873,74.49533,COAD,tumor,tumor_COAD
-58.575764,158.50488,61.758675,COAD,tumor,tumor_COAD
-54.43505,147.79553,60.146954,COAD,tumor,tumor_COAD
-26.33541,110.72625,49.276222,COAD,tumor,tumor_COAD
-27.08577,124.23284,24.649714,COAD,tumor,tumor_COAD
-54.979355,151.54504,44.20988,COAD,tumor,tumor_COAD
-45.287086,118.034454,42.503883,COAD,tumor,tumor_COAD
-23.667591,98.27616,6.5295043,COAD,tumor,tumor_COAD
-43.96452,152.81416,59.15163,COAD,tumor,tumor_COAD
-41.148476,143.92381,39.758377,COAD,tumor,tumor_COAD
-61.65575,137.20258,47.70054,COAD,tumor,tumor_COAD
-63.949066,176.83685,89.735275,COAD,tumor,tumor_COAD
-40.25226,122.63689,42.776623,COAD,tumor,tumor_COAD
-33.508057,106.83259,49.9422,COAD,tumor,tumor_COAD
-21.765413,83.37634,35.70606,COAD,tumor,tumor_COAD
-63.60217,163.95462,51.39646,COAD,tumor,tumor_COAD
-35.88708,137.5835,69.78557,COAD,tumor,tumor_COAD
-41.839317,151.94212,65.85931,COAD,tumor,tumor_COAD
-31.782585,155.83284,59.870102,COAD,tumor,tumor_COAD
-40.514862,160.05365,67.41849,COAD,tumor,tumor_COAD
-41.82989,123.99536,57.44871,COAD,tumor,tumor_COAD
-39.71636,146.27417,43.62983,COAD,tumor,tumor_COAD
-8.72402,88.359566,87.06384,COAD,normal,normal_COAD
-1.0661473,41.347244,73.54822,COAD,normal,normal_COAD
0.5621101,80.466354,70.98851,COAD,normal,normal_COAD
-4.8862796,104.81491,57.146908,COAD,normal,normal_COAD
23.94352,80.9353,83.892456,COAD,normal,normal_COAD
-8.255567,114.73078,76.25388,COAD,normal,normal_COAD
-5.3524766,109.71698,70.60388,COAD,normal,normal_COAD
-12.721269,123.90588,81.58596,COAD,normal,normal_COAD
-19.0477,111.39135,76.99608,COAD,normal,normal_COAD
-4.358212,99.81684,72.43911,COAD,normal,normal_COAD
-1.9881529,100.961174,79.23576,COAD,normal,normal_COAD
7.542671,49.743107,67.67261,COAD,normal,normal_COAD
-2.5290966,98.82534,70.617294,COAD,normal,normal_COAD
-12.488136,96.491196,77.33546,COAD,normal,normal_COAD
-2.7052808,62.651443,61.2502,COAD,normal,normal_COAD
8.270297,42.64241,57.65785,COAD,normal,normal_COAD
-11.48793,93.31418,69.010666,COAD,normal,normal_COAD
-14.05132,129.88327,66.96495,COAD,normal,normal_COAD
-1.5632124,98.15949,79.11552,COAD,normal,normal_COAD
-0.8970032,98.1535,68.959045,COAD,normal,normal_COAD
-0.820404,86.99766,76.8876,COAD,normal,normal_COAD
-7.4045787,107.38755,70.19868,COAD,normal,normal_COAD
-8.129195,102.5407,75.30016,COAD,normal,normal_COAD
-11.08546,124.02567,63.090332,COAD,normal,normal_COAD
-5.762424,97.65418,70.66371,COAD,normal,normal_COAD
-6.0000105,106.733315,77.0762,COAD,normal,normal_COAD
-5.576077,101.89002,63.50953,COAD,normal,normal_COAD
-9.380426,80.686646,81.51961,COAD,normal,normal_COAD
-15.602431,111.80833,76.81655,COAD,normal,normal_COAD
-8.562993,71.53856,73.772736,COAD,normal,normal_COAD
3.0780003,58.90435,64.97183,COAD,normal,normal_COAD
-11.991268,101.31158,60.478455,COAD,normal,normal_COAD
-4.362501,96.727455,77.64288,COAD,normal,normal_COAD
-6.777546,106.65352,77.5071,COAD,normal,normal_COAD
-4.491502,67.67691,65.71732,COAD,normal,normal_COAD
-5.0833473,80.42445,67.112564,COAD,normal,normal_COAD
-8.533985,86.861694,70.19424,COAD,normal,normal_COAD
-8.627529,70.2576,66.48605,COAD,normal,normal_COAD
-1.2303581,46.37343,39.950264,COAD,normal,normal_COAD
15.556694,-18.655466,57.585724,COAD,normal,normal_COAD
-12.874016,68.28803,70.32856,COAD,normal,normal_COAD
157.94917,14.493355,-6.67374,KIRC,tumor,tumor_KIRC
143.53557,6.457062,-7.4517407,KIRC,tumor,tumor_KIRC
117.01429,28.872711,-21.376839,KIRC,tumor,tumor_KIRC
106.54968,40.82908,-13.494484,KIRC,tumor,tumor_KIRC
164.4687,-6.897963,10.643305,KIRC,tumor,tumor_KIRC
156.26051,1.1099528,-2.7136471,KIRC,tumor,tumor_KIRC
149.9365,-33.026844,11.441088,KIRC,tumor,tumor_KIRC
154.07495,6.61096,11.161918,KIRC,tumor,tumor_KIRC
160.83626,11.537517,26.899158,KIRC,tumor,tumor_KIRC
129.4907,11.736189,5.6280756,KIRC,tumor,tumor_KIRC
164.99956,19.791147,22.818405,KIRC,tumor,tumor_KIRC
150.59343,31.3214,11.352516,KIRC,tumor,tumor_KIRC
152.32733,19.592,27.332886,KIRC,tumor,tumor_KIRC
170.89801,11.005829,18.850939,KIRC,tumor,tumor_KIRC
135.0754,15.423547,-9.322416,KIRC,tumor,tumor_KIRC
139.62857,-3.2000785,-14.260248,KIRC,tumor,tumor_KIRC
169.41426,2.6033895,4.148098,KIRC,tumor,tumor_KIRC
157.41757,16.937681,28.22448,KIRC,tumor,tumor_KIRC
102.8299,-35.943478,-8.090128,KIRC,tumor,tumor_KIRC
151.26971,21.569216,-3.2835095,KIRC,tumor,tumor_KIRC
50.239082,-32.735775,26.962336,KIRC,tumor,tumor_KIRC
119.18141,-4.6530504,-25.542854,KIRC,tumor,tumor_KIRC
162.68404,4.348202,2.0573416,KIRC,tumor,tumor_KIRC
168.02284,8.077373,7.3668404,KIRC,tumor,tumor_KIRC
148.7912,-13.42622,-13.564231,KIRC,tumor,tumor_KIRC
158.69975,24.416113,9.920723,KIRC,tumor,tumor_KIRC
143.06229,13.647857,4.050477,KIRC,tumor,tumor_KIRC
121.141495,29.904032,-12.035829,KIRC,tumor,tumor_KIRC
154.62848,39.289597,17.211405,KIRC,tumor,tumor_KIRC
132.63792,27.641697,19.703388,KIRC,tumor,tumor_KIRC
139.38855,5.5561976,21.001068,KIRC,tumor,tumor_KIRC
80.38857,13.604422,27.914656,KIRC,tumor,tumor_KIRC
142.59792,-5.61335,0.6192416,KIRC,tumor,tumor_KIRC
146.17868,18.42077,-10.646674,KIRC,tumor,tumor_KIRC
129.46239,17.270391,-9.408356,KIRC,tumor,tumor_KIRC
151.78996,-0.4703997,-3.6339467,KIRC,tumor,tumor_KIRC
167.24484,6.044275,28.676266,KIRC,tumor,tumor_KIRC
162.84512,2.4712853,13.711934,KIRC,tumor,tumor_KIRC
167.26262,2.371198,36.43984,KIRC,tumor,tumor_KIRC
167.44814,5.711854,0.37809202,KIRC,tumor,tumor_KIRC
158.28372,-7.9905214,14.597842,KIRC,tumor,tumor_KIRC
119.496216,-23.377996,33.82772,KIRC,tumor,tumor_KIRC
64.688934,40.225845,-42.004307,KIRC,tumor,tumor_KIRC
