modelo,tiempo_s,balanced_accuracy_mean,balanced_accuracy_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std,kappa_mean,kappa_std
HistGB_SelectKBest,137.59389662742615,0.9773519918335365,0.011179748274765922,0.9786000964283141,0.007968099503000842,0.9958716333680657,0.0024153918829539094,0.9572029599202609,0.01593704156558186
KNN_SelectKBest,7.687384128570557,0.9748560431050871,0.016386512477115516,0.9753772394731344,0.01431022773037809,0.9894808874385894,0.005431228478074415,0.9507560015176646,0.028619810543925657
LogReg_L2_SelectKBest,17.564510583877563,0.9740641294403964,0.010420711765174387,0.9740664711956972,0.0067770397792417955,0.9943840059685517,0.0063331210933005875,0.9481372679609311,0.013550984990699252
LinearSVM_SelectKBest,12.200515747070312,0.9711817459574081,0.013841428166899926,0.973774593502364,0.008361900950498262,0.9938512914512969,0.006986497520136607,0.9475558921816395,0.016716866738095602
RandomForest_SelectKBest,55.922613859176636,0.967194476075416,0.0171930890996389,0.9736242783216739,0.011051961130746241,0.9937284142753665,0.00494873735253996,0.9472625615915937,0.02209243652328038
LogReg_L1_SelectKBest,8.671017408370972,0.9758818921657625,0.007882249436102983,0.9683055467659478,0.007432042737302204,0.9930995611203205,0.006502223057872128,0.9366271719615554,0.014850896155320096
LogReg_PCA,30.511149644851685,0.9665249780271452,0.009868695374371596,0.9581234309194626,0.007318023555629426,0.9907564499860643,0.008216339682908162,0.9162803141196523,0.014610389129564614
